 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	0.22931286276	0.166467513934	0.161289538552	0.03286898324	0.0058252129	0.0259592001	0.0530465576	0.0637290521212	0.06740207096	0.030623529658	0.044516174702	0.0443285263	0.034402097559	0.02173014642	0.0023815810588	0.0087296552	0.007387297052
a31	0.22036602698	0.437760093	0.06596870348	0.07540989456	0.0561951306898	0.031686810468	0.01699863592	0.007296843542	0.009301543412	0.00195771625583	0.0015507956234	0.01348371782	0.00136158757974	0.006446129982	0.0073505903344	0.041426861335	0.00543889743
a20	0.2129885616	0.02488594872	0.0357750523	0.186827157831	0.0101275269462	0.10122160808	0.032067078	0.0375218821416	0.13290734104	0.0099164336542	0.05939638778	0.0675095752	0.02813842769	0.00554040482	0.002452375658	0.048603362692	0.004120868325
a31	0.06994361426	0.29586327	0.1139628164	0.0691508799766	0.0226770651232	0.0549138911	0.02124134246	0.004180397012	0.05486695066	0.0003362619191	0.0157760280032	0.02528743072	0.00781419492066	0.02423397654	0.059127543568	0.15386470968	0.0067596313
a28	0.1494826224	0.117844259	0.2758835228	0.023580466888	0.0219748680082	0.03287904348	0.0145232926	0.009250309868	0.032531891	0.0065386361324	0.0200130268496	0.0954013528	0.0131730692723	0.09696080866	0.028169999844	0.0442367878324	0.01755604509
a37	0.0284518415	0.2174806558	0.1991933374	0.0172524090135	0.0122429191092	0.03236030914	0.0218327768	0.004674270532	0.11215528974	0.0002356615426	0.10200280415	0.022649856	0.0066415742466	0.03255411734	0.112170990556	0.06281758266	0.0152836334
a16	0.03727406948	0.1910434523	0.2436779086	0.01408570194	0.00370456364	0.01928087624	0.0195681074	0.011657325984	0.06966540274	0.001822888972	0.087816178028	0.0555788918	0.0186915682	0.0329508928	0.12197802544	0.0282760756	0.0429280589
a21	0.0374236364	0.2184236462	0.2419492436	0.03266984864	0.003435916088	0.01898004316	0.017429061	0.013908224532	0.0348128985	0.009445157628	0.054993926004	0.136948758	0.0125030766508	0.01804882452	0.07059568074	0.0557424292	0.022689579346
a31	0.0125875371	0.22168932028	0.1734716372	0.03598408492	0.004082799388	0.047142462	0.02956978112	0.0177068519336	0.0293990534	0.0178451279082	0.05856141518	0.198740058	0.0121232407104	0.0227709996	0.05709148904	0.0406715576	0.020562601244
a37	0.03818785554	0.1605610529	0.213991434	0.10291401248	0.04270304006	0.1108492906	0.0598932712	0.065052340984	0.0373903896	0.0051804408012	0.014751673738	0.0558110222	0.0092262227528	0.02716679594	0.0165273591	0.028451944	0.01134183986
