 	questo	muro	vuole	uno	specchio	</S>
a31	0.588403144	0.1525958092	0.06697853412	0.006024357654	0.166790706288	0.019207419124
a24	0.58624982741	0.2162413524	0.0721736292	0.105304950247	0.00906040145812	0.0109698296506
a31	0.67448562	0.023863268	0.2225971544	0.017234297718	0.051268459107	0.010551229616
a41	0.798790336	0.02385983194	0.1115615896	0.0423085297588	0.022176712625	0.00130298056
a39	0.539837026	0.275483614557	0.0639476392	0.03994733945	0.0534193441247	0.0273650388604
a43	0.627902343	0.116283195131	0.0576502338	0.020271607328	0.0227413444756	0.155151278335
a24	0.7323183483	0.0310019995086	0.03754307926	0.034463652942	0.0142735612411	0.150399326066
a37	0.6998038894	0.035382622634	0.051496735	0.04890292672	0.053420443886	0.11099343532
a20	0.7203959502	0.026269921798	0.0471962284	0.07072076676	0.057480433028	0.0779366934
a41	0.7296062482	0.023151693628	0.0479847638	0.08127013828	0.06279571336	0.0551914566
a18	0.7265555998	0.020522673182	0.0341124363	0.060927826234	0.077774318168	0.080107165238
a31	0.66973491	0.02433654482	0.04797668888	0.0747001432	0.08967059758	0.0935811568
a11	0.6584629332	0.04382139204	0.0777444372	0.0918047964	0.07937951064	0.04878693672
a31	0.58516967	0.05378837148	0.052104131448	0.044208331	0.10634931636	0.15838015144
a29	0.345153202	0.0829598436	0.089161834	0.1589894932	0.2310249	0.092710768
a7	0.452266916	0.0849921504	0.0848193604	0.077082353	0.134078415	0.166760827
a31	0.377822212	0.0903517364	0.097471196	0.096869383	0.1969231134	0.1405623374
a37	0.23236741	0.087324795	0.092878522	0.2038738214	0.2392931748	0.1442622812
a31	0.383037154	0.1120805952	0.0833710012	0.0769055452	0.1307018008	0.213903922
a20	0.15287018	0.1053156428	0.0907779884	0.21970993	0.275896644	0.155429588
</S>	0.267866412	0.140529284	0.096136247	0.0928301496	0.14994594	0.252692002
