 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.299242964	0.1391718098	0.3819522498	0.0457523716	0.04579692614	0.022232204572	0.0658515388
a20	0.0017501728408	0.16780986968	0.4081899692	0.243777791834	0.056103096744	0.107806297917	0.01456280193
a17	0.00467145173838	0.07750296824	0.4249211212	0.184618453323	0.063790703932	0.16636973084	0.078125557272
a31	0.0013490506112	0.11633011308	0.2999939544	0.1087950135	0.197354011446	0.1417174989	0.13446032104
a39	0.0117043907222	0.11560067998	0.34757375	0.286830650496	0.13828339144	0.0280459765	0.07196115062
a31	0.044142366798	0.17968763188	0.1650940208	0.17685475416	0.170208635662	0.1744452118	0.08956740626
a20	0.0055242678964	0.20058208624	0.409728982	0.307348465998	0.04866322504	0.02471220824	0.00344072618
a31	0.029153912734	0.229947624	0.13585918744	0.161662587776	0.134134530062	0.2575885626	0.05165359532
a13	0.00597335156	0.2301474476	0.422720864	0.215046410368	0.0296569962	0.0858027738	0.0106521902
a24	0.01757888906	0.207185156	0.17166667828	0.14072533904	0.115282809716	0.283601379	0.06395977952
a46	0.06367995448	0.2947836052	0.2023299688	0.1220861228	0.1286947778	0.115212124	0.0732134858
a31	0.0323426311	0.1706945856	0.164254092	0.2260774382	0.2175285898	0.133965048	0.0551376084
a20	0.0807314682706	0.11733887	0.368064131	0.16322615152	0.0736670674	0.148186197	0.04878607792
a31	0.075217054	0.1693314314	0.271820458	0.2094567568	0.07171825096	0.1334669932	0.0689890722
a18	0.098546140818	0.1689801776	0.291581034	0.1959688748	0.09319299956	0.0960899298	0.05564082692
a20	0.1298785032	0.145404671	0.181962524	0.23671356	0.0911159622	0.1190032	0.095921518
a31	0.0982530264	0.17314058	0.170982152	0.177886623	0.1498844796	0.127533005	0.1023201448
a11	0.1544065658	0.132588178	0.299695172	0.166902512	0.1088566686	0.078739442	0.0588114604
a31	0.1986300578	0.180627339	0.273561316	0.10618586	0.0875073936	0.0794852286	0.07400281808
a28	0.117693913667	0.147889204	0.268490211	0.1591390594	0.14914745672	0.08478264574	0.07285753232
a41	0.2192493596	0.164543324	0.25864999	0.1067484976	0.0927545464	0.0796604696	0.078393810452
a8	0.19155616	0.147571546	0.1674261026	0.180519362	0.1640796	0.0767499324	0.07209725646
a33	0.128683868	0.115510278	0.183894523	0.233880675	0.195877818	0.0786888808	0.063463972
</S>	0.141057514	0.127902852	0.137562622	0.21928892	0.2191300092	0.0804571146	0.074600953
