 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.3223385212	0.0731800458	0.014187699092	0.036860121508	0.4524401372	0.08224976484	0.01874365146
a31	0.2353832904	0.1333925646	0.0195466509326	0.0960583127498	0.223544828	0.263287376741	0.02878694926
a17	0.14325015276	0.2113128692	0.01077162512	0.0707002770972	0.35226601	0.204254092023	0.00744498343
a11	0.092301791936	0.0971984774	0.0051973979428	0.165315449572	0.295501604	0.33405178568	0.01043355488
a31	0.085752546388	0.26380815554	0.007278427752	0.04817119805	0.265856732	0.21156583484	0.117567063586
a20	0.033286893788	0.2500872202	0.03198887547	0.130847464434	0.4246219806	0.126048735602	0.003118857178
a31	0.076603340232	0.51973517448	0.01112216436	0.0451625076064	0.1423749448	0.14103816843	0.06396374882
a37	0.21449039852	0.2377493068	0.02765138846	0.129388890649	0.360081422	0.024050772724	0.00658780062
a24	0.319078804932	0.32030204308	0.01275700654	0.03353889106	0.100578501	0.1374457024	0.0762990606
a28	0.28237923948	0.2070131262	0.03641393	0.049461028324	0.1107136676	0.2022867254	0.1117323076
a31	0.15528461662	0.1248149944	0.01748977796	0.03280587654	0.377963422	0.1769968014	0.114644508
a24	0.20556288234	0.1366171074	0.0476794398	0.03429664754	0.2778991032	0.1623277444	0.1356170916
a35	0.397208149	0.0911989558	0.032156052	0.0471776682	0.1655406668	0.1148170522	0.1519013814
a31	0.274431795	0.1071845272	0.046273484	0.0832730756	0.2139287406	0.132875294	0.142033044
a20	0.1810724336	0.0884821448	0.1242044732	0.1550719768	0.158728426	0.141130614	0.151309932
</S>	0.283296651	0.080720275	0.067933102	0.0897372	0.233000972	0.099293416	0.14601835272
