 	voglio	un	forno	che	vende	rustici	</S>
a31	0.18078167	0.1097233904	0.1733963216	0.01880257724	0.2150955497	0.25723242868	0.04496808453
a37	0.0278210480688	0.08103478076	0.293958644	0.05601052616	0.07182481814	0.427158064	0.04219210244
a31	0.0076110723936	0.162840719536	0.0927814312	0.03520315796	0.19265108606	0.33355194652	0.175360608928
a17	0.01703504768	0.1744675692	0.154487736	0.09034594948	0.11654086086	0.41545570126	0.03166717048
a20	0.004009144824	0.115767157	0.223608872	0.11717548788	0.15672523584	0.34966138568	0.03305270556
a31	0.01487601162	0.203151894	0.1817235852	0.07870851892	0.13052421	0.30109953248	0.08991625319
a41	0.0238973972	0.1223128524	0.321730634	0.1101431224	0.15746699654	0.21952015436	0.04492884902
a24	0.02116248664	0.0753910538	0.11929679748	0.0706308852	0.16451009256	0.4200754808	0.128933195792
a31	0.00897097644	0.09184938828	0.0612884864	0.04906388832	0.095994518554	0.514963522	0.17786921096
a39	0.0273351004	0.03494111812	0.0905868916	0.082145836	0.177787871	0.537408124	0.04979502048
a31	0.0374724154	0.0780199658	0.04993315256	0.029441323	0.1075737904	0.624612486	0.0729468428
a8	0.0598777686	0.04211406928	0.06238853764	0.071321234	0.16791972066	0.4175421024	0.1788365788
a26	0.083094219	0.0586922294	0.0428305532	0.0462375232	0.183333106	0.451396572	0.13441581602
a23	0.0792947046	0.0476669318	0.0449108432	0.081599262	0.189544043	0.446863914	0.1101202934
a31	0.0989942412	0.0888615388	0.0590062698	0.0787342828	0.185620658	0.354781146	0.1340018582
a20	0.1578592476	0.0684125234	0.114782014	0.1282057092	0.154729335	0.231819166	0.144191968
a39	0.107594918	0.1326400352	0.0774652772	0.0809656146	0.179559312	0.287798506	0.1339763682
a11	0.150641176	0.136192264	0.0897885172	0.0907844328	0.18253515	0.22476544	0.1252929896
a37	0.135658204	0.108704972	0.088189652	0.0808731268	0.209366966	0.265067988	0.112139064
a14	0.12081643	0.088594358	0.11013797	0.082359191	0.202710986	0.294463216	0.100917828
a24	0.1381424	0.10151779	0.139364976	0.0812800326	0.1736335608	0.255513548	0.1105477112
a28	0.13911279	0.0943592032	0.1177482126	0.0667101542	0.162931038	0.308936836	0.110201765
a20	0.0864099416	0.098159616	0.2146510386	0.0970780208	0.193792718	0.17612852	0.1337801594
a8	0.118008632	0.0997144368	0.2414487588	0.0740118656	0.1427489432	0.200384794	0.1236825666
</S>	0.10233796	0.095856456	0.193461374	0.112414165	0.16370636	0.230286428	0.101937264
