 	non	ho	cosa	a	fare	</S>
a8	0.487281276	0.2537356108	0.0729296124	0.03710504842	0.08281755768	0.066130890214
a31	0.3816084226	0.286726394	0.2060433188	0.00715881632	0.05102345366	0.06743962876
a37	0.295121432	0.139812812	0.2577391954	0.057424142436	0.186589048134	0.063313400288
a10	0.21691195163	0.135438044	0.3875091862	0.06147710986	0.156479797	0.04218394032
a37	0.13081580426	0.205692141	0.379942986	0.034065155	0.09885174486	0.15063219465
a10	0.19884184922	0.2505984594	0.2316703826	0.06524435874	0.1063057292	0.14733925912
a0	0.10600144808	0.3158499092	0.243558794	0.11335099	0.1309266204	0.09031223578
a20	0.1626946876	0.1271759452	0.2626781809	0.1888176684	0.17929028	0.0793431598
a17	0.0847497468	0.059020638	0.1518017716	0.232857683	0.310593338	0.1609768018
a20	0.1003337388	0.0711135872	0.0984374916	0.19215924	0.363088286	0.17486767288
a8	0.186785101	0.1298583472	0.1600544532	0.181880844	0.186774008	0.1546472426
</S>	0.22133344	0.2025137368	0.124419664	0.17718674	0.177027488	0.09751894296
