 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.14938332766	0.21671238474	0.1223257731	0.02146205148	0.03328787854	0.21198992382	0.0621186854	0.1468286238	0.03589133328
a29	0.04952138896	0.0772496376	0.0933182016	0.0116019359875	0.17183929448	0.0157077225818	0.159649612	0.3808969686	0.04021523888
a31	0.021805258552	0.04215245004	0.0944315484854	0.00393210239264	0.158119136	0.098675724563	0.08274705556	0.4331034676	0.0650332616
a20	0.08802725	0.0895771744	0.0870115297	0.0170714443912	0.15830741	0.0699929364484	0.1045427936	0.3582418326	0.0272276024
a31	0.03603273132	0.03577082138	0.085402199898	0.0124937124418	0.203518751	0.0153022111058	0.156669263	0.4404250813	0.0143852366
a28	0.2220856594	0.0880160336	0.167714881	0.0145354926068	0.262686545	0.0199049682272	0.102598627724	0.10792021968	0.01453756208
a3	0.0714936522	0.0785818726	0.05745553536	0.010927361694	0.1287254134	0.011931804902	0.17413195	0.38043021	0.0863221924
a35	0.0912864264	0.2224703538	0.0245552468	0.010643035448	0.07999149068	0.01086837572	0.178019723	0.273768186	0.1083971506
a31	0.1036893162	0.225000033	0.0388587649	0.0160892830286	0.0678278534	0.0168946336586	0.16791418072	0.2684440864	0.095281881942
a20	0.174036672	0.0955387936	0.06170777588	0.054325709842	0.1476289298	0.0315562976	0.13806808668	0.2417572622	0.0553804797
a31	0.067900027	0.3018682614	0.04438770758	0.031153126588	0.06960068104	0.042671942204	0.1010738661	0.2684832684	0.072861156112
a28	0.1834335644	0.094157585	0.1200367142	0.0710813742	0.1543384134	0.0769165269	0.0885205306	0.15252147	0.058993826
a13	0.093337768	0.2999435668	0.04484231486	0.0380172616	0.079103802	0.11032509548	0.05535190812	0.1688938192	0.11018446988
a41	0.108150335	0.266033696	0.0746818926	0.0495958064	0.072260358	0.1300806844	0.053203169	0.1355472934	0.110446776
a28	0.1253853468	0.1825867272	0.0525301146	0.047630892	0.1116010908	0.1030371208	0.0676334342	0.1984006128	0.111194668
a31	0.114336718	0.1708467452	0.0470841164	0.04205016862	0.0816133852	0.0531706598	0.0932705968	0.280633679	0.116993938
a20	0.10224800662	0.0722270362	0.0454392816	0.0529968114	0.1778534992	0.085899926	0.1076483628	0.246522331	0.109164769
a31	0.142889236	0.159109276	0.063292503	0.0632806482	0.0641711716	0.151834848	0.0607011052	0.161500095	0.1332211266
a24	0.1140684504	0.119553983	0.0962667086	0.083602688	0.095957678	0.1043294208	0.0903992586	0.154157638	0.1416641976
a46	0.1441437872	0.186395936	0.086837402	0.08999524	0.0730521348	0.185191088	0.0589384922	0.0877802972	0.0876656124
</S>	0.1119040512	0.110599277	0.096549412	0.12524702	0.099986109	0.144318596	0.1094431108	0.1138484756	0.0881039552
