 	lo	ho	finito	di	fare	</S>
a8	0.576292272	0.3010754698	0.0390127534	0.01358982822	0.039185813004	0.030843910936
a31	0.49981617	0.171209804	0.1619961446	0.0116024064532	0.12311485493	0.0322606348
a20	0.28641023464	0.166480334	0.1169311836	0.207560842566	0.08159953384	0.14101789938
a24	0.244424468728	0.25995289748	0.0648848056	0.105036427634	0.30775495192	0.0179465018
a18	0.404988130634	0.3066868128	0.07706313628	0.053892744494	0.1222047056	0.03516446548
a31	0.36091673466	0.298248861	0.12755837424	0.083822680542	0.07862752834	0.05082586106
a20	0.28262505504	0.31142843194	0.24023041036	0.078621138966	0.07080992978	0.016285008836
a10	0.493226672	0.1569645498	0.11358750708	0.04311651336	0.08882507574	0.1042797256
a20	0.24245673392	0.1951664501	0.2370185036	0.11610924797	0.08313421878	0.126114799848
a7	0.5077739596	0.1843177436	0.0651636472	0.04619882734	0.0791603744	0.1173854582
a31	0.1920757412	0.3813753	0.13479557456	0.056188043	0.0738652072	0.16170010704
a20	0.156246418	0.1075711926	0.2747907268	0.17822624244	0.1703229298	0.11284246134
a18	0.417554602	0.192152278	0.17790921896	0.05332936976	0.0655617184	0.093492821308
a24	0.454888045	0.140089798	0.166984366624	0.08091016704	0.059973385416	0.0971542506
a46	0.49113855	0.1154723364	0.1724807092	0.06626028068	0.06612258052	0.0885255528
a31	0.432038518	0.1225401	0.1123322456	0.153592266	0.0944360868	0.0850608172
a33	0.356394296	0.172186594	0.1338828876	0.0844671574	0.1245065872	0.1285624572
a8	0.35556357	0.122917926	0.1478010988	0.144712054	0.1014774948	0.127527863
</S>	0.219797592	0.160713568	0.167617224	0.205363788	0.13688601	0.1096217972
