 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.345126264	0.249265816	0.02283878315	0.086250537008	0.05424326922	0.144145818732	0.0981295029
a24	0.0483229266	0.401438135	0.057889124334	0.033276671784	0.2058912722	0.0832997256108	0.1698821357
a31	0.0616153931	0.20521571944	0.031467750304	0.109819171402	0.268114014	0.037286756016	0.28648117896
a0	0.257477262	0.23101356536	0.045605140234	0.109899772679	0.122433647	0.016434623348	0.217135983626
a31	0.15351249152	0.117347956	0.019581540386	0.129090941476	0.255666981	0.01359539136	0.3112047183
a17	0.22211360038	0.26536407652	0.029907038372	0.102361979296	0.1925946362	0.011647207226	0.176011452262
a13	0.26710326378	0.30148110292	0.0103238982	0.061070160448	0.1079589604	0.06360728868	0.1884553792
a31	0.09469687594	0.30767439252	0.01302071464	0.04841594556	0.1020837692	0.15549776908	0.27861053
a20	0.1528324014	0.1002384283	0.05466646948	0.0742317662	0.230495364	0.15645127	0.231084332
a31	0.12392504	0.154716976	0.076909982	0.132610882	0.1397906456	0.170863919	0.201182562
a23	0.1237280396	0.07810147234	0.0830441682	0.1018162746	0.114462413	0.1340531612	0.364794474
a8	0.139127462	0.123328866	0.1148371	0.148565042	0.1478604602	0.183636528	0.142644544
a20	0.1554340212	0.167029183	0.0956028376	0.1416731332	0.1780823632	0.157959722	0.10421872
a31	0.248079596	0.259410336	0.0786045016	0.1008536518	0.1242274168	0.1005064704	0.08831802
</S>	0.269166662	0.23887429	0.0992032024	0.0949170828	0.1005395726	0.0860400108	0.111259226
