 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.07918660876	0.517368426	0.0336023492	0.34156183532	0.00968640184	0.00539361591	0.00295880543	0.00209041412	0.006368413588	0.001783082216
a3	0.0815423632	0.7141883394	0.006945990912	0.0423372807952	0.0175036328381	0.00241445241	0.0315528594158	0.0521086824808	0.043878166392	0.007528232028
a39	0.035850456	0.497738056	0.03868657212	0.302790245083	0.0068126224012	0.01380283648	0.0356738478512	0.0195959782774	0.02965998838	0.0193894332
a3	0.026460651206	0.602091574	0.012897362264	0.124318361001	0.0062775398444	0.05366056592	0.0468042251349	0.0402726575094	0.07934595534	0.00787107986
a10	0.012598455024	0.4042899712	0.005050931726	0.167196088	0.0147535788952	0.044507528	0.0545610337584	0.0692695656	0.218362441804	0.009410405592
a38	0.01732876696	0.40320720698	0.015067189568	0.149454469676	0.0258133428908	0.031131080854	0.0949852205884	0.053670195246	0.20511058354	0.004231946444
a37	0.01465799572	0.48257898572	0.01543200594	0.254590603365	0.018407779221	0.03119623566	0.055756175826	0.07568687698	0.040028446624	0.0116649091892
a24	0.02176672648	0.4724233522	0.01286262804	0.25441184518	0.024548309904	0.0387537442	0.05833973469	0.0506879554	0.05694147708	0.00926425072
a31	0.0263313188	0.419959726	0.01223759544	0.06937294506	0.03221043333	0.0311728342	0.05211026194	0.0750939808	0.2001252254	0.08138568187
a3	0.035009743196	0.662441644	0.02200691704	0.087305949704	0.025450078254	0.01376684576	0.052708494232	0.056354248236	0.03733087361	0.00762521926
a20	0.04042201404	0.6206795246	0.01959547652	0.083358932516	0.030550033291	0.00954136432	0.040258025592	0.0631839686	0.05853970676	0.033870994837
a31	0.0763463272	0.2965859856	0.0488324724	0.0853879122	0.04749932944	0.1342061	0.0510734891	0.078898199	0.11243785548	0.06873232166
a11	0.034618783626	0.6313773456	0.02579312372	0.10101329113	0.01408920844	0.01762694398	0.04821014112	0.05505985718	0.066853308936	0.00535809234
a7	0.07374566132	0.52989132	0.0455369562	0.12307876218	0.01989410444	0.0110407416	0.03448556678	0.0716087488	0.055877935812	0.03484026612
a31	0.0870189056	0.362552533	0.11723819868	0.082605724	0.0305799192	0.065711156	0.04662891774	0.085558637	0.0726688242	0.04943720272
a24	0.03427551512	0.348890147	0.025855286528	0.236600878614	0.01380290378	0.01299053784	0.04436936312	0.0677056748	0.20519120302	0.010318511304
a46	0.12353330828	0.3991728654	0.0600194644	0.1589295633	0.0419738915	0.01855676112	0.0335780949	0.0623462401	0.0500113438	0.0518784288
a39	0.1161021788	0.2930074236	0.0775886286	0.188101463	0.03786188336	0.02950053644	0.04966425846	0.085904771	0.0770676092	0.04520123766
a31	0.06815771	0.3374200736	0.0620310196	0.1686844926	0.0593594044	0.0620331336	0.0483390064	0.0870512348	0.057978164	0.04894572524
a14	0.04400392726	0.2502204868	0.0296100722	0.22176566382	0.04022890784	0.02167042454	0.0668268892	0.0858474852	0.205791642	0.0340345084
a38	0.06423532024	0.2321434106	0.1363557314	0.2144405856	0.06203251004	0.0620436644	0.0506930033	0.064053193	0.0583092652	0.05569334012
a31	0.0632612328	0.2653374388	0.1233362924	0.2118193712	0.0567860124	0.0553216032	0.0478555066	0.0892731558	0.0470098826	0.03999953708
a37	0.0894210964	0.158265282	0.046508658	0.10972776868	0.0561377548	0.04059424654	0.0819781414	0.137997558	0.1893390446	0.0900305128
a20	0.08191694492	0.192073821	0.1318075726	0.1489181846	0.0860244994	0.0879646156	0.0664240972	0.070685208	0.0694184294	0.0647666518
a39	0.080546152	0.237440032	0.120601126	0.1843591202	0.0543323974	0.0442438496	0.058525368	0.0863996718	0.0772716476	0.0562806396
a20	0.0521719948	0.311051106	0.1155833496	0.175642958	0.0687552642	0.0430690472	0.0435219158	0.0722586864	0.0658769026	0.0520688244
a35	0.0446697598	0.373992356	0.1085128182	0.113759698	0.0924491424	0.0469369016	0.043513701	0.0649631694	0.0682687748	0.04293368272
a20	0.0578290552	0.3425252414	0.11755261544	0.1178032688	0.0961447468	0.0618657476	0.0465768698	0.0710334552	0.0487875128	0.03988151608
a31	0.0479270066	0.338110872	0.1042193982	0.1152427496	0.10205466	0.061941872	0.0468851354	0.0664049264	0.0739818716	0.04323150276
a24	0.1264230068	0.2367722888	0.0413118576	0.167947583	0.03980462548	0.0271415754	0.06433698	0.10958531	0.0971098264	0.089566932
a31	0.1225656566	0.202214662	0.1257654868	0.19835494	0.0698036142	0.062410056	0.0480435634	0.0624178244	0.0500446984	0.058379468
a8	0.0729881344	0.144050056	0.0646458048	0.0827120106	0.0630443086	0.05087931532	0.0796857534	0.1727368554	0.137555334	0.1317023888
a31	0.149209698	0.175661558	0.104116427	0.133773158	0.0977140678	0.07606118512	0.0518781108	0.0861492212	0.059513482	0.0659231
a41	0.114152736	0.1125011984	0.08744655	0.0832505632	0.0608830034	0.0556554694	0.0738768408	0.167706688	0.1257167	0.1188102476
a8	0.140695398	0.146234626	0.099773166	0.1424243696	0.0914717226	0.081800282286	0.0633613178	0.0953239996	0.0655007788	0.0734143316
a31	0.12535046	0.122709006	0.1019704744	0.1304547714	0.0835499354	0.0712644266	0.0762870476	0.112677717	0.0856658804	0.0900702416
</S>	0.127529644	0.109914822	0.0733310846	0.0763232196	0.0607556646	0.05490969592	0.0791757966	0.178557146	0.1371898232	0.1023130632
