 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.50392956798	0.034671227368	0.028346188011	0.036425696207	0.0014285182874	0.001897342332	0.158314190624	0.2349872774
a31	0.19215354666	0.13619902306	0.1254390942	0.296959628	0.075697618228	0.106970698524	0.0338381382	0.03274220912
a14	0.30249948602	0.0868665539	0.0322091892	0.28564093344	0.10436007942	0.138002910262	0.027160444888	0.02326035252
a37	0.14803945076	0.05534539196	0.072448254	0.48794203308	0.116551756466	0.102663098172	0.004290831704	0.012719213234
a10	0.22780578832	0.026767304586	0.03321331052	0.3403230144	0.11653330328	0.09908618144	0.00562242378	0.15064873758
a31	0.01665098164	0.04355336657	0.3232502372	0.1054745284	0.090961697339	0.116529230252	0.01339922081	0.290180720888
a28	0.0759684318	0.12171599102	0.2669023826	0.117232774	0.128117459543	0.144904659556	0.0722041889288	0.07295415324
a31	0.0868991766	0.0838964884	0.1045962184	0.111786178	0.0801374688	0.142871463	0.1446415178	0.2451715146
a42	0.514031399	0.110386054	0.0594490616	0.087917935	0.080715815494	0.07200016832	0.02586996378	0.0496296092
a23	0.1995369528	0.0681279812	0.0357453392	0.065575668	0.0852269618	0.13297488	0.2769445504	0.135867665
a8	0.2413360312	0.0933165172	0.084137713	0.1090831044	0.134398036	0.114096891	0.11285799	0.1107737408
</S>	0.2546235812	0.0959371386	0.0803056052	0.08884285	0.11191134	0.108530826	0.1565784776	0.103270147
