 	mi	si	gonfiò	il	dito	</S>
a41	0.70830153854	0.00804215774	0.00259409030368	0.045962679433	0.037916722578	0.197182821706
a20	0.3940466822	0.0563660526	0.0073576143	0.234769396	0.28988740371	0.01757280964
a39	0.4004051402	0.0942363422	0.05183289476	0.1956673222	0.21081396714	0.04704428074
a31	0.071660727384	0.1107421662	0.15769466	0.1694951768	0.3060202792	0.18438696784
a37	0.27562772634	0.08695233116	0.126374564541	0.38373217982	0.09217415736	0.035139071066
a21	0.02713138394	0.2117666338	0.126519440248	0.39257565948	0.0476335708	0.19437331334
a38	0.2047051924	0.1536778429	0.11551193234	0.28248121158	0.0948552256	0.14876859823
a18	0.412255322	0.2267287768	0.09802136746	0.1833767955	0.0383320138	0.0412857199
a46	0.4124875685	0.2552090056	0.10472492418	0.10972831402	0.0502084188	0.067641786
a31	0.2640627152	0.25321825	0.1151024649	0.193703999	0.068673106	0.1052394814
a20	0.1955391508	0.084462696	0.07946722614	0.282052208	0.2461046854	0.1123740206
a46	0.25320549892	0.286682976	0.11469214514	0.10166156664	0.0926983226	0.15105952366
a31	0.2004142548	0.27168951	0.1244441998	0.1632984134	0.125607678	0.11454592426
a8	0.16819218	0.181311796	0.123995504	0.16336843	0.120874551	0.242257504
a31	0.16638312	0.27888108	0.130639349	0.1258892396	0.161022324	0.13718489472
</S>	0.251832876	0.191348472	0.1449561552	0.133198864	0.1163976176	0.162266028
