 	l	ho	sentito	che	veniva	</S>
a41	0.578139316002	0.042189370576	0.0663435748721	0.0029667264806	0.3094647161	0.0008962375368
a31	0.294450269554	0.162037172868	0.0122746308736	0.01010456454	0.413167618	0.107965773468
a24	0.0812238962	0.573942986	0.109442015465	0.079841890492	0.1297268248	0.025822390528
a15	0.23569819398	0.353040241992	0.196336236972	0.168357896336	0.04575587592	0.000811567904
a28	0.3850892154	0.1939325068	0.05908638604	0.14315535798	0.0231009444	0.195635595792
a0	0.29541047494	0.14761824368	0.03775507856	0.197513288414	0.08431452092	0.23738843116
a31	0.272074437	0.08945622004	0.0651005581	0.1927438154	0.232174074	0.1484508698
a11	0.4077660934	0.0490891256	0.04956600868	0.1819127016	0.2516037876	0.06006231092
a31	0.2098576406	0.0661718348	0.10781859694	0.134551434	0.26453255	0.2170679254
a39	0.1361582045	0.1037775698	0.12060248648	0.21024831	0.295938172	0.1332752616
a20	0.1586592442	0.0878369389	0.158631191694	0.176241499	0.261703127	0.156928012
</S>	0.2719446988	0.118412966	0.1361506078	0.1776730542	0.172067904	0.123750782
