 	ora	che	loro	non	vengono	più	</S>
a39	0.692649369758	0.0580908504472	0.00935430952	0.0129332137486	0.0061199337628	0.20037165475	0.0204807236382
a20	0.717809674	0.0752024476	0.104754734925	0.00642685103312	0.0217842673641	0.06045042902	0.01357159694
a13	0.73918672	0.08385638032	0.0410229416846	0.004239183592	0.0306616260717	0.085572334006	0.015460788
a17	0.826157274	0.1215556484	0.0150768275975	0.002459566584	0.0067454430216	0.01844388554	0.00956131076
a39	0.73228874	0.1921350216	0.00652109496232	0.002698815982	0.00090161943672	0.0339787583	0.031475901968
a8	0.577630312	0.1713630506	0.003862625874	0.00800133198	0.0015722651426	0.1313985276	0.1061718712
a31	0.647584172	0.0641417762	0.006798767992	0.016514623476	0.0073305910558	0.12059046808	0.137039635915
a15	0.629667116	0.1918884338	0.02142734709	0.0303552944	0.005444200589	0.0645509912	0.0566666992
a38	0.73058023	0.16395319554	0.003542592126	0.03312564718	0.00635527351876	0.0134441658	0.048998816866
a31	0.752661052	0.1814442682	0.003357658724	0.01040418256	0.00397261438	0.00922452676	0.0389357097
a13	0.769403874	0.1181785036	0.01647924086	0.0273015324	0.004165751436	0.04536096168	0.01911011988
a20	0.703145118	0.1754967442	0.008010098568	0.03177633696	0.004937378414	0.01389508612	0.0627393254
a7	0.701505734	0.1624108652	0.006333485648	0.03322924396	0.00573301642	0.018546367	0.0722412584
a11	0.63432941	0.1908748936	0.02308759602	0.0423560328	0.01416689112	0.0231280952	0.07205712124
a24	0.709901512	0.1429043712	0.0084125688	0.0316244612	0.00581558686	0.01688217388	0.0844592928
a15	0.705461526	0.134981408	0.00885524566	0.0308760748	0.00580982454	0.01985512936	0.09416078228
a24	0.648349412	0.145998254	0.0165562632	0.0425475832	0.0147731464	0.0318658568	0.0999095236
a31	0.618707044	0.147383768	0.026435755	0.0381520548	0.01886008042	0.0329372902	0.1175240116
a0	0.673691218	0.066946776	0.061363084194	0.03515884708	0.02742272052	0.047220587	0.0881967654
a18	0.566153556	0.1328774118	0.0840521866	0.059582999	0.0334872888	0.0357940356	0.0880524792
a31	0.506006364	0.133353702	0.075121509	0.0757356632	0.047000592	0.055412772	0.1073693768
a38	0.551592194	0.073503412	0.1054646274	0.0461677792	0.042566499	0.0580733548	0.1226321824
a31	0.43785779	0.143838764	0.118246773	0.0843020894	0.0626014618	0.0644481362	0.0887049888
a20	0.315028184	0.082332276	0.1477525401	0.0622592392	0.099713473	0.1193906314	0.173523634
a31	0.269027716	0.183769286	0.144387499	0.102252331	0.095045374	0.091980566	0.11353725
a35	0.17094758	0.100845966	0.1651114972	0.0905969192	0.132331592	0.1360345464	0.204131906
a31	0.25895581	0.162955056	0.153444046	0.108743608	0.10415474	0.1021842144	0.10956256
a18	0.1353369372	0.104050335	0.163498392	0.1031761428	0.1292960656	0.1438657448	0.220776412
a31	0.25286084	0.1526098	0.15360981	0.1075923006	0.1039585188	0.1145803792	0.114788356
a46	0.12011062204	0.1066666802	0.1657303852	0.1069081076	0.126380842	0.14156408	0.232639264
a39	0.200407512	0.141949014	0.161474906	0.121592235	0.1163632056	0.1381062508	0.1201068624
a31	0.214687068	0.147111524	0.160885432	0.121585922	0.118033341	0.1152753528	0.1224213366
</S>	0.1352345214	0.119591084	0.154448001	0.1080058884	0.110276234	0.136936608	0.235507642
