 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.5041333518	0.03500128644	0.039051922062	0.093138872292	0.035208115266	0.23101073952	0.062455751488
a31	0.366103808	0.073186607072	0.043844364868	0.09749895594	0.07476719702	0.2316587024	0.1129402962
a37	0.1788576918	0.016480746388	0.0502919371144	0.12604995056	0.070111196812	0.5275180036	0.03069044394
a31	0.0971509978	0.1650610478	0.09351415264	0.12032760216	0.054150877388	0.4492445944	0.02055072752
a13	0.0573496144	0.4071095232	0.1619573342	0.08169842272	0.086477799829	0.1581377766	0.04726951534
a31	0.0982431882	0.3781258676	0.1355225552	0.1538252632	0.01490436938	0.19681227916	0.022566501454
a43	0.15614672892	0.4386462356	0.1166131662	0.10124689524	0.07228947886	0.0997869944	0.01527057472
a31	0.0972654642	0.3744540586	0.1401226828	0.14874481054	0.091562465888	0.1252267282	0.022623819716
a20	0.21783316686	0.1585261968	0.142689698	0.12209630388	0.106635086028	0.21736518	0.03485440212
a31	0.1322267874	0.489462566	0.0709404732	0.07575487434	0.0801693667	0.0907124318	0.060733547844
a11	0.25434647226	0.35295227	0.085396874	0.06498171974	0.081494521344	0.1081607474	0.05266743088
a31	0.1329088976	0.547146928	0.0702132436	0.059495461	0.05996753104	0.0661985555	0.06406938804
a30	0.18871707648	0.431485358	0.084393372	0.0660763686	0.07113187114	0.0930362146	0.06515971856
a31	0.1293725284	0.492545642	0.082107522	0.0717472732	0.06929428128	0.0814182606	0.07351446982
a42	0.241939936416	0.395196762	0.0840520922	0.06622152168	0.06783410526	0.07567339072	0.069082212674
a20	0.22785646	0.30634381	0.112535665	0.1113026792	0.0733131644	0.0884451208	0.0802031048
a31	0.1495573768	0.396137098	0.0799830396	0.0774094308	0.071912438	0.1209512186	0.1040493556
a20	0.208336352	0.187150548	0.1062743952	0.0843846088	0.1132785942	0.1414868414	0.1590886952
</S>	0.21901601	0.2656218	0.115805193	0.101153321	0.0945971896	0.0981644674	0.1056419986
