 	il	morto	vuole	pianto	</S>
a31	0.191638	0.236863	0.175161	0.197251	0.199087
a28	0.552314	0.290783	0.108227	0.0307338	0.0179426
a17	0.330733	0.32217	0.156974	0.131947	0.0581752
a31	0.251006	0.259286	0.16497	0.192864	0.131874
a20	0.453851	0.324391	0.0567906	0.0912393	0.073728
a0	0.338111	0.321971	0.128771	0.136362	0.0747841
a31	0.221935	0.233858	0.158673	0.204974	0.18056
a13	0.449794	0.314042	0.0488134	0.0969889	0.0903621
a6	0.273336	0.276134	0.155479	0.175862	0.119189
a31	0.200881	0.210674	0.176305	0.204196	0.207944
a46	0.46218	0.304098	0.0464576	0.0961619	0.0911024
a37	0.228621	0.235078	0.182687	0.187277	0.166338
a31	0.240996	0.246766	0.16886	0.186989	0.156389
a46	0.441095	0.302198	0.0411228	0.100191	0.115393
a31	0.233574	0.239985	0.186275	0.168492	0.171673
a46	0.602477	0.22965	0.0158159	0.0556591	0.0963977
a8	0.300026	0.285694	0.1357	0.122626	0.155954
a31	0.263521	0.257965	0.150445	0.142626	0.185443
a8	0.638797	0.201886	0.0122405	0.0404904	0.106586
</S>	0.299368	0.282608	0.127622	0.120045	0.170356
