 	lo	sentii	ee	che	arrivava	</S>
a15	0.233907	0.258684	0.201958	0.153609	0.0784799	0.073362
a31	0.112574	0.239909	0.158618	0.229168	0.21485	0.0448814
a46	0.204214	0.461909	0.111794	0.127229	0.0697337	0.0251208
a8	0.213263	0.248832	0.102042	0.193138	0.174647	0.0680783
a31	0.193454	0.210946	0.129085	0.18411	0.168569	0.113835
a23	0.328605	0.409646	0.100973	0.082902	0.0478178	0.0300563
a8	0.230422	0.250436	0.125986	0.185131	0.132687	0.0753392
a38	0.203511	0.211438	0.150782	0.17699	0.139261	0.118018
a20	0.187996	0.194189	0.14888	0.175308	0.157791	0.135837
a28	0.179202	0.189548	0.130925	0.176388	0.180557	0.14338
a20	0.166989	0.181639	0.0990978	0.175467	0.214163	0.162644
a23	0.167772	0.181407	0.106561	0.182807	0.208671	0.152782
a31	0.165927	0.176281	0.104285	0.184176	0.201152	0.168178
a29	0.282704	0.297078	0.145566	0.125626	0.0843165	0.0647097
a33	0.186491	0.1968	0.12599	0.180928	0.18086	0.128929
a29	0.183769	0.197846	0.102965	0.185133	0.190876	0.139413
a27	0.201677	0.206423	0.160644	0.170956	0.142519	0.117781
a46	0.178553	0.184925	0.132461	0.177783	0.175768	0.150509
a20	0.183098	0.189541	0.135391	0.177782	0.169745	0.144443
a31	0.187893	0.192771	0.149354	0.174412	0.159094	0.136477
a7	0.261755	0.272477	0.145446	0.137426	0.0980728	0.0848227
a1	0.204874	0.21156	0.156162	0.17591	0.148639	0.102855
a20	0.183243	0.189033	0.138713	0.177093	0.168405	0.143512
a31	0.193455	0.198394	0.153253	0.174907	0.15284	0.12715
a20	0.305041	0.315319	0.154326	0.114365	0.0606115	0.0503369
a31	0.213561	0.224543	0.142863	0.180772	0.144923	0.0933384
a23	0.404157	0.404789	0.118823	0.0459241	0.014733	0.0115743
</S>	0.271768	0.352168	0.0973342	0.14704	0.0885619	0.043128
