 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.0508472	0.0883412	0.0886696	0.158209	0.16995	0.0710428	0.0500557	0.0676993	0.112706	0.142479
a20	0.0344375	0.0727867	0.179495	0.201976	0.240423	0.150018	0.0835663	0.021786	0.0110414	0.00447008
a31	0.0439811	0.0886094	0.0696769	0.0616226	0.0778979	0.105514	0.162042	0.167644	0.143179	0.0798334
a29	0.040592	0.107826	0.0994816	0.0872533	0.112445	0.120977	0.162572	0.141413	0.0928583	0.0345821
a15	0.0427563	0.088813	0.068031	0.060505	0.0732251	0.0918718	0.153117	0.176698	0.156948	0.0880353
a31	0.043317	0.0832536	0.0624235	0.0555085	0.0722281	0.0996317	0.14313	0.154129	0.152597	0.133781
a18	0.0392081	0.103484	0.0787823	0.0692069	0.0788813	0.0735458	0.126702	0.176655	0.168396	0.0851388
a46	0.039238	0.0839524	0.0641863	0.0586205	0.0744238	0.0953931	0.142825	0.160049	0.15892	0.122392
a31	0.0314136	0.0762245	0.0640828	0.0611443	0.0813295	0.104587	0.139545	0.138544	0.150501	0.152628
a37	0.0405449	0.116667	0.0864103	0.0803805	0.092384	0.0626657	0.0859167	0.14486	0.177069	0.113102
a31	0.0266292	0.0787213	0.0688566	0.0721774	0.0965635	0.101468	0.129526	0.134377	0.153369	0.138312
a41	0.0300841	0.118382	0.0897317	0.110959	0.128453	0.0464147	0.050827	0.10768	0.184314	0.133154
a31	0.0220292	0.070635	0.0856421	0.127813	0.167396	0.0974629	0.0796601	0.0796527	0.128033	0.141675
a3	0.0225266	0.126585	0.138222	0.300577	0.232958	0.0126165	0.00860715	0.0160809	0.0721053	0.0697221
a31	0.0386581	0.0925726	0.115294	0.238092	0.247475	0.0448901	0.0213737	0.0288445	0.080873	0.0919267
a23	0.0211448	0.116385	0.175391	0.472858	0.155193	0.00476765	0.00526777	0.00553165	0.0179849	0.0254759
a29	0.0698643	0.129442	0.138858	0.242506	0.208884	0.0370737	0.0224069	0.0309941	0.0587853	0.0611867
a46	0.0423242	0.0896442	0.109108	0.288181	0.260752	0.0228909	0.0161383	0.0255688	0.0598529	0.0855394
a23	0.053313	0.0864845	0.0938682	0.17128	0.191882	0.0820104	0.0479735	0.0540442	0.094873	0.124271
</S>	0.0494579	0.0806061	0.0887768	0.176522	0.201318	0.077425	0.0492671	0.0547336	0.0923628	0.129531
