 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.0169023	0.117402	0.113776	0.134928	0.106441	0.0392916	0.098006	0.0884207	0.135147	0.149685
a31	0.0190265	0.0255492	0.0597478	0.190701	0.263679	0.208269	0.176706	0.0421061	0.00901728	0.00519787
a37	0.0200976	0.0434375	0.138584	0.235036	0.222488	0.183382	0.112044	0.0324014	0.00760184	0.00492695
a21	0.049748	0.122526	0.153459	0.166416	0.140197	0.124523	0.109161	0.0748493	0.0341943	0.0249265
a31	0.050926	0.115818	0.128603	0.134713	0.119001	0.0979885	0.114779	0.109339	0.0711303	0.0577029
a7	0.0275076	0.0817572	0.179326	0.228654	0.187866	0.147416	0.0850865	0.0396283	0.0132091	0.00954985
a29	0.0499949	0.150338	0.156487	0.167513	0.130051	0.109319	0.0916923	0.0755984	0.0381188	0.0308875
a31	0.0451977	0.141802	0.142027	0.151838	0.117031	0.0965066	0.0935249	0.100204	0.0594044	0.0524641
a29	0.0427855	0.184824	0.178477	0.197486	0.126876	0.0876968	0.0559386	0.0603281	0.0330527	0.0325358
a31	0.0433295	0.148473	0.150266	0.160021	0.125548	0.0921205	0.0957106	0.0877244	0.0522177	0.0445889
a41	0.0387993	0.193736	0.181656	0.203015	0.12401	0.0762386	0.0495921	0.059356	0.0354973	0.0380989
a18	0.0344501	0.154931	0.153337	0.161771	0.129233	0.0720777	0.105274	0.0852475	0.0560993	0.047579
a31	0.0230135	0.135956	0.121729	0.128375	0.0986121	0.0498726	0.105296	0.126549	0.102924	0.107672
a37	0.0342333	0.191922	0.1806	0.199352	0.129145	0.0679511	0.0525587	0.0576861	0.041042	0.0455103
a3	0.0216424	0.168145	0.152149	0.162568	0.12118	0.0490167	0.103143	0.0903362	0.0676407	0.0641793
a21	0.0154327	0.142086	0.121997	0.132308	0.0964745	0.0381172	0.103929	0.127492	0.105451	0.116713
a31	0.014794	0.111455	0.090761	0.0952819	0.0743109	0.0320483	0.103815	0.136565	0.152576	0.188392
a37	0.0190617	0.190339	0.171834	0.196159	0.128924	0.0383705	0.0604415	0.0632962	0.0583484	0.0732258
a31	0.0149438	0.144023	0.114977	0.125004	0.0917742	0.0327559	0.102425	0.108962	0.120225	0.14491
a28	0.00966486	0.209702	0.172101	0.218646	0.113888	0.0145087	0.0400831	0.0442543	0.0649714	0.11218
a31	0.0144136	0.117765	0.0937197	0.113517	0.0809128	0.0272065	0.0832206	0.0902205	0.130671	0.248354
a8	0.00778913	0.174873	0.131514	0.200272	0.0718671	0.00689334	0.0238358	0.0328789	0.0770256	0.273051
a31	0.01822	0.0793355	0.0704836	0.0903363	0.0709469	0.0335629	0.0808644	0.0905737	0.102182	0.363495
</S>	0.0108737	0.144084	0.113026	0.179289	0.054174	0.00585973	0.0141421	0.0194274	0.0673734	0.39175
