 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.1503	0.167255	0.172917	0.168701	0.118677	0.0531031	0.0767688	0.0922779
a31	0.0450213	0.0903073	0.141338	0.172214	0.174042	0.200003	0.127345	0.0497297
a37	0.0486717	0.120104	0.204463	0.29064	0.103095	0.167194	0.0481892	0.0176422
a20	0.0906125	0.14141	0.152313	0.189948	0.0608227	0.176289	0.133644	0.0549613
a31	0.0772334	0.129035	0.14262	0.180734	0.0587693	0.183955	0.155583	0.0720695
a7	0.0873972	0.156259	0.174145	0.237415	0.0424537	0.137331	0.116912	0.0480876
a10	0.0926689	0.154989	0.171482	0.211184	0.0624363	0.149182	0.113026	0.0450321
a41	0.0861531	0.127411	0.13482	0.171119	0.0547706	0.168855	0.163833	0.0930381
a37	0.0978754	0.134143	0.140257	0.164367	0.0677186	0.151029	0.145424	0.0991862
a14	0.0926573	0.126602	0.131809	0.157701	0.0635994	0.153691	0.153697	0.120243
a31	0.0913212	0.123274	0.128038	0.151939	0.0657695	0.157177	0.154739	0.127742
a20	0.111222	0.163034	0.170866	0.211881	0.0526091	0.0987999	0.115662	0.075926
a31	0.117407	0.151629	0.163249	0.174658	0.0920174	0.113376	0.102769	0.0848948
a37	0.156386	0.21886	0.228668	0.256579	0.0462876	0.0234847	0.0364971	0.0332387
a7	0.137497	0.1817	0.206713	0.211007	0.0953639	0.0575792	0.0573647	0.0527754
a10	0.111709	0.166281	0.196119	0.207422	0.08264	0.0703955	0.0727221	0.092711
a7	0.0957153	0.158954	0.190109	0.214237	0.0720717	0.0784089	0.0794281	0.111076
a39	0.0881627	0.155592	0.192299	0.216113	0.0715037	0.0841102	0.0781514	0.114068
a10	0.0921077	0.153337	0.199944	0.202071	0.0847409	0.0899971	0.0740154	0.103787
a32	0.0892498	0.165874	0.209979	0.227054	0.0704078	0.0665233	0.063543	0.10737
a19	0.0796847	0.161756	0.21723	0.240605	0.0661935	0.063756	0.0612333	0.109542
a31	0.0849579	0.1567	0.192908	0.216357	0.0693873	0.087683	0.0765233	0.115484
</S>	0.105564	0.23022	0.288458	0.291946	0.0331406	0.00763347	0.0124474	0.0305901
