 	la	casa	la	costruisce	il	mastro	</S>
a20	0.171361	0.181774	0.184551	0.136739	0.133318	0.105832	0.0864257
a17	0.0939334	0.111184	0.148532	0.149898	0.253299	0.210591	0.0325623
a10	0.107914	0.139123	0.15834	0.168794	0.183387	0.176283	0.0661585
a24	0.108369	0.133471	0.146948	0.173163	0.193607	0.181977	0.0624665
a46	0.141297	0.146328	0.14609	0.168732	0.175846	0.163919	0.0577893
a8	0.143088	0.14222	0.140257	0.15025	0.152423	0.15687	0.114891
a14	0.142775	0.142139	0.140733	0.147296	0.148409	0.152231	0.126419
a31	0.136448	0.132809	0.129591	0.149523	0.156946	0.157387	0.137296
a20	0.148821	0.143192	0.137843	0.160345	0.167133	0.15611	0.0865562
a41	0.142829	0.145626	0.145654	0.15313	0.154947	0.154146	0.103668
a29	0.137467	0.132441	0.128287	0.151985	0.160902	0.161176	0.127743
a31	0.136201	0.131511	0.127536	0.151931	0.161135	0.161293	0.130392
a30	0.155123	0.151562	0.147281	0.160222	0.161438	0.146427	0.0779466
a31	0.145774	0.149466	0.149935	0.15449	0.15454	0.151418	0.0943768
a28	0.186201	0.186914	0.182379	0.159165	0.14329	0.10495	0.0371023
a31	0.15958	0.167617	0.169772	0.155384	0.146451	0.142258	0.0589378
a17	0.236566	0.249006	0.24256	0.122151	0.0904261	0.0467491	0.0125425
a20	0.170071	0.205319	0.222601	0.133815	0.111374	0.122641	0.034179
a31	0.159656	0.174298	0.180156	0.147174	0.134393	0.140282	0.0640407
a20	0.249847	0.285935	0.283953	0.089449	0.0579424	0.027494	0.00537994
a29	0.167572	0.206988	0.226617	0.135706	0.11119	0.121935	0.0299918
a31	0.152809	0.186441	0.201604	0.146573	0.127378	0.137829	0.0473659
</S>	0.217238	0.299637	0.321941	0.0835707	0.0495069	0.0248442	0.0032624
