 	mi	si	gonfiò	il	dito	</S>
a41	0.038609	0.193477	0.286794	0.313258	0.106594	0.0612672
a20	0.0670983	0.214085	0.234884	0.250805	0.180924	0.052204
a39	0.0236082	0.195394	0.179435	0.204726	0.273815	0.123022
a31	0.0302294	0.184764	0.16067	0.179495	0.260283	0.184559
a37	0.0077005	0.143253	0.220655	0.319958	0.210348	0.0980859
a21	0.0176573	0.199517	0.199784	0.236084	0.242021	0.104936
a38	0.0343436	0.190553	0.171826	0.189211	0.238833	0.175233
a18	0.0580119	0.190809	0.186464	0.195954	0.20427	0.164491
a46	0.038124	0.194051	0.195525	0.214464	0.215937	0.1419
a31	0.04665	0.186284	0.174489	0.188492	0.218895	0.18519
a20	0.00555669	0.130306	0.246186	0.379284	0.138584	0.100083
a46	0.0347768	0.201094	0.219377	0.243509	0.195098	0.106144
a31	0.0503246	0.185602	0.198311	0.210186	0.197197	0.15838
a8	0.00255169	0.070545	0.266253	0.507498	0.0606161	0.0925361
a31	0.0359527	0.166196	0.261801	0.280423	0.153641	0.101986
</S>	0.00104488	0.0257812	0.227914	0.646968	0.0335415	0.0647508
