 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.0949192	0.103481	0.0821425	0.133392	0.134533	0.150055	0.156751	0.144728
a8	0.104752	0.129302	0.154039	0.166964	0.164647	0.151632	0.0868908	0.0417748
a31	0.11656	0.0755356	0.108861	0.141233	0.137907	0.163849	0.148649	0.107406
a41	0.144492	0.0642184	0.107205	0.188174	0.141397	0.197816	0.11197	0.0447284
a31	0.100233	0.0591931	0.0789584	0.117153	0.104903	0.208592	0.203314	0.127654
a0	0.127686	0.0513877	0.0775808	0.143526	0.0976141	0.228729	0.176996	0.0964797
a31	0.105177	0.0600175	0.0836665	0.126736	0.116418	0.199365	0.185417	0.123203
a39	0.156104	0.0537127	0.0859188	0.169292	0.112027	0.194005	0.139501	0.089439
a31	0.117697	0.0687656	0.103334	0.148377	0.138536	0.181019	0.148151	0.0941197
a10	0.193246	0.0622677	0.10165	0.191628	0.114132	0.144169	0.11323	0.0796774
a20	0.146436	0.0711705	0.107963	0.171835	0.141285	0.173447	0.113914	0.0739497
a31	0.115308	0.0722618	0.105528	0.150809	0.140856	0.176359	0.145091	0.0937873
a10	0.187297	0.0640853	0.0915039	0.185986	0.115017	0.14824	0.11932	0.0885511
a20	0.123225	0.0825468	0.115731	0.177159	0.152039	0.16673	0.109471	0.0730979
a31	0.079649	0.0771001	0.110196	0.159056	0.151028	0.177622	0.147623	0.0977257
a13	0.176303	0.0688825	0.0788159	0.194953	0.103122	0.132532	0.136414	0.108978
a20	0.0479951	0.0912667	0.131897	0.181162	0.170785	0.169443	0.126215	0.0812353
a31	0.0551602	0.102463	0.125765	0.172097	0.162531	0.166679	0.130512	0.0847922
a28	0.13664	0.0666431	0.0602819	0.19484	0.0805213	0.120212	0.183909	0.156953
a24	0.0434135	0.0954146	0.13196	0.211143	0.179803	0.156401	0.105784	0.07608
a46	0.0506323	0.101561	0.115589	0.217105	0.163877	0.152384	0.112843	0.0860088
a39	0.0255235	0.0579386	0.0956629	0.177271	0.174856	0.176755	0.166927	0.125067
a46	0.0315343	0.0873842	0.106475	0.171625	0.163697	0.170517	0.15661	0.112157
a8	0.0258276	0.0706277	0.0989998	0.165355	0.163955	0.170706	0.16696	0.137568
</S>	0.0238645	0.0669303	0.0957342	0.164133	0.163893	0.16905	0.169281	0.147114
