 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.0476267	0.0823948	0.0844199	0.0864465	0.086312	0.0859638	0.08375	0.0863013	0.0795411	0.0791225	0.0759489	0.0648908	0.0572817
a39	0.0296865	0.0365418	0.123954	0.0649446	0.145747	0.0879707	0.0852157	0.216393	0.077844	0.0774311	0.0346231	0.00957813	0.0100711
a31	0.0728798	0.0904449	0.0935787	0.0943636	0.0970513	0.0940704	0.08203	0.0999445	0.0796329	0.0812667	0.0552698	0.0345935	0.024874
a18	0.0671341	0.0945739	0.119551	0.115539	0.119286	0.105035	0.0728676	0.124606	0.0558421	0.0519888	0.0364514	0.0226565	0.0144682
a37	0.0706647	0.0946299	0.101418	0.102017	0.105765	0.0998954	0.0799804	0.110226	0.0732858	0.0705122	0.0437271	0.0282976	0.0195811
a11	0.0719496	0.0947607	0.0978519	0.0994198	0.102724	0.097798	0.0786509	0.107027	0.0732712	0.0756365	0.0480741	0.0309913	0.0218451
a18	0.0693404	0.09177	0.0910508	0.0935126	0.0968905	0.0931986	0.0761686	0.101334	0.0740159	0.0855579	0.0614833	0.0387602	0.0269175
a31	0.0692322	0.0909696	0.089447	0.0920054	0.0950658	0.0917175	0.075796	0.0992093	0.0741474	0.0864502	0.0648507	0.0417374	0.0293715
a18	0.080877	0.109524	0.10576	0.109458	0.109876	0.0995748	0.0678254	0.115978	0.0561901	0.0583003	0.0395108	0.028234	0.0188918
a46	0.0722899	0.0937168	0.0949075	0.0964559	0.0986863	0.0950694	0.0809767	0.101853	0.0775433	0.0782663	0.0516183	0.0336433	0.0249737
a31	0.063434	0.084166	0.0843571	0.0857441	0.0872868	0.085346	0.077585	0.0894263	0.0777711	0.0851479	0.0755723	0.0581022	0.0460613
a46	0.0824435	0.108627	0.108542	0.11061	0.108974	0.0989069	0.0722138	0.112622	0.0581366	0.0524881	0.0370661	0.028377	0.0209921
a31	0.0582401	0.0859611	0.0885291	0.0896665	0.0910412	0.0884691	0.0813004	0.0931608	0.08121	0.0850563	0.0694539	0.0492345	0.038677
a15	0.0818669	0.111277	0.112886	0.114297	0.110585	0.0983934	0.0704079	0.11365	0.0532845	0.0470586	0.0358851	0.0286423	0.0217663
a46	0.0539664	0.0852551	0.0885056	0.0897556	0.0912355	0.088411	0.0812144	0.093515	0.0814314	0.0856395	0.0705663	0.0505685	0.0399358
a31	0.0630574	0.0828539	0.0845085	0.0852458	0.0860532	0.0846839	0.0806575	0.0871794	0.0806556	0.083236	0.0744346	0.0586929	0.0487412
a13	0.0749427	0.110186	0.109162	0.112165	0.109582	0.0992256	0.0727424	0.112787	0.0574112	0.0511067	0.037186	0.02997	0.0235335
a39	0.061415	0.0914412	0.0922216	0.094164	0.0955892	0.092615	0.0823798	0.0980345	0.0805646	0.0818506	0.0586123	0.0396453	0.0314669
a20	0.0573108	0.0837891	0.0849962	0.0864405	0.0876176	0.0858682	0.0799076	0.0892571	0.0800465	0.0848032	0.0749566	0.0579125	0.0470942
a46	0.0598714	0.0874109	0.0871133	0.0893431	0.0907544	0.0886405	0.0798432	0.0928378	0.0791716	0.0852862	0.0703052	0.0501021	0.0393202
a31	0.0539089	0.0823765	0.0828763	0.0847591	0.0864041	0.0843045	0.076554	0.0886906	0.0772541	0.0857243	0.0791524	0.0648886	0.0531066
a24	0.0643464	0.102258	0.101059	0.104915	0.104076	0.0984698	0.081182	0.10607	0.0712641	0.0646481	0.0423588	0.0322451	0.027107
a31	0.0593576	0.0952007	0.0957794	0.0985349	0.100183	0.0960007	0.082479	0.103263	0.0793122	0.0768519	0.0503443	0.0348792	0.0278143
a24	0.0598052	0.11055	0.109726	0.11449	0.110873	0.100249	0.0751042	0.113283	0.0589714	0.0507234	0.0375877	0.0317936	0.0268432
a31	0.058517	0.101297	0.105959	0.107515	0.106804	0.0989775	0.0838554	0.109315	0.0747356	0.0574588	0.0382919	0.0309078	0.0263665
a46	0.045528	0.11432	0.116581	0.122842	0.116264	0.10197	0.0711566	0.118413	0.0501864	0.0447563	0.0372944	0.0328701	0.0278167
a39	0.0274907	0.0764665	0.0992154	0.0989947	0.100018	0.0914562	0.0905541	0.10312	0.0926931	0.0829594	0.059439	0.0419813	0.0356114
a31	0.0322967	0.0816576	0.0931442	0.0944318	0.0951389	0.0910967	0.0891272	0.0966806	0.0894475	0.0848892	0.0661065	0.0468352	0.039148
a37	0.0276701	0.110573	0.118225	0.127584	0.120752	0.105426	0.0720841	0.122891	0.0488634	0.0444669	0.0382639	0.0341456	0.029055
a18	0.0316517	0.0938495	0.105489	0.108596	0.108294	0.10031	0.088861	0.110787	0.0815002	0.0652521	0.0424839	0.0335189	0.0294061
a31	0.0192427	0.0799436	0.0955249	0.0999307	0.101243	0.0951026	0.089764	0.103825	0.0892446	0.0851788	0.0619363	0.0431902	0.0358737
a20	0.0141461	0.0986531	0.111551	0.127639	0.122884	0.10893	0.0789101	0.124848	0.0563323	0.0502477	0.0403123	0.0352552	0.0302908
a18	0.0183312	0.0824946	0.101526	0.10615	0.106627	0.0990239	0.0936193	0.108851	0.0896761	0.0753802	0.0495942	0.0366256	0.0321003
a31	0.012435	0.0711748	0.0909244	0.0980732	0.0997158	0.093351	0.0906066	0.102121	0.0911924	0.0887313	0.070297	0.0501294	0.0412487
a1	0.00714986	0.0839351	0.104256	0.131466	0.127421	0.112532	0.0828624	0.129105	0.0586088	0.052511	0.042049	0.0366467	0.0314566
a39	0.00872464	0.0578961	0.0937236	0.0988642	0.10115	0.0882935	0.091314	0.105689	0.0971665	0.0892249	0.0715154	0.052588	0.0438512
a31	0.0084907	0.0585284	0.0855042	0.093897	0.0960241	0.0877234	0.0893876	0.0988591	0.0929553	0.0903666	0.0803257	0.0640188	0.0539191
a46	0.00449265	0.0724049	0.0989968	0.138261	0.133859	0.115382	0.0820621	0.135727	0.0549947	0.0506063	0.0428008	0.0380983	0.0323142
a31	0.00753573	0.0470015	0.0960492	0.0983772	0.101791	0.0808132	0.0881	0.110189	0.101559	0.0895585	0.0741175	0.057235	0.047673
a46	0.00328753	0.0708839	0.106973	0.165252	0.149889	0.117751	0.061812	0.151244	0.0295331	0.0309616	0.0390964	0.04031	0.0330064
a28	0.00680314	0.0394758	0.101502	0.102088	0.106976	0.0760002	0.0873449	0.121228	0.109023	0.086445	0.066909	0.0521054	0.0441004
</S>	0.00452526	0.0480159	0.0873196	0.106883	0.110459	0.0949767	0.097	0.115127	0.0984569	0.0875584	0.064273	0.0462659	0.0391398
