 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.0670262	0.0783753	0.0788153	0.079391	0.0796246	0.0797455	0.0798018	0.0797911	0.0794936	0.0783681	0.075431	0.0737313	0.0704052
a28	0.0178575	0.0499128	0.083564	0.0982881	0.109507	0.10727	0.109121	0.111619	0.108927	0.0933275	0.0603499	0.0347385	0.0155163
a15	0.0640118	0.086962	0.0916517	0.0922216	0.0917757	0.0883775	0.0871405	0.0876432	0.0802146	0.0805697	0.0665354	0.0522144	0.0306818
a31	0.071335	0.0855529	0.0867953	0.0857576	0.0834092	0.0767222	0.0742959	0.0751479	0.0645009	0.0738603	0.0762363	0.0781226	0.0682641
a20	0.0793165	0.105833	0.108931	0.107822	0.104748	0.0954913	0.0918855	0.092339	0.0699904	0.0561186	0.0357381	0.0324409	0.0193468
a31	0.0732134	0.096156	0.0985901	0.097099	0.0935764	0.0837924	0.0803759	0.0814637	0.0661839	0.0726979	0.062412	0.0559554	0.0384838
a35	0.0793384	0.109889	0.113028	0.111051	0.106431	0.0939187	0.089372	0.0900654	0.0650251	0.0529039	0.0345123	0.0335561	0.0209094
a8	0.0744339	0.0902482	0.091675	0.090655	0.088262	0.0813577	0.0788239	0.0796599	0.0679892	0.0748594	0.0687778	0.0636902	0.0495681
a31	0.0729078	0.0821452	0.0829049	0.0823865	0.0811237	0.0772735	0.0757884	0.0763117	0.0692662	0.0754201	0.0762173	0.0768219	0.0714327
a29	0.0841141	0.103704	0.105764	0.105249	0.103513	0.0977677	0.0952029	0.0949772	0.0745222	0.0522054	0.0322627	0.0302248	0.0204931
a41	0.0755443	0.0953436	0.0971511	0.0958631	0.0928518	0.0843511	0.0812919	0.0822373	0.0680365	0.0729464	0.0607094	0.053974	0.0396995
a37	0.0732872	0.0923885	0.094051	0.0927612	0.0897851	0.0814485	0.0784762	0.0794489	0.0661703	0.0737364	0.0672162	0.0627027	0.0485278
a24	0.0722455	0.0935671	0.0954285	0.0939568	0.0905821	0.0813108	0.0780696	0.0791282	0.064975	0.0730858	0.0666675	0.0626763	0.0483067
a28	0.0711098	0.0955827	0.0978468	0.0961501	0.0922575	0.0817657	0.0781887	0.079354	0.064126	0.0725685	0.0651809	0.0607704	0.0450988
a31	0.0700112	0.0928009	0.0947545	0.0930624	0.0892763	0.0791555	0.0757124	0.0768647	0.0625341	0.0725652	0.0697328	0.0683664	0.0551637
a20	0.0808707	0.10169	0.103239	0.1023	0.0998419	0.0925159	0.089637	0.0900741	0.0729332	0.0620818	0.0400216	0.0362973	0.0284982
a24	0.0772438	0.0910618	0.0921932	0.0916765	0.090231	0.0856707	0.0838945	0.0844047	0.0750313	0.0758873	0.0606154	0.0515766	0.0405133
a31	0.0730678	0.0964297	0.0984212	0.0970721	0.0938194	0.0846635	0.0814258	0.082425	0.0677437	0.072731	0.059205	0.0526747	0.040321
a13	0.0792967	0.102919	0.10454	0.104121	0.102338	0.0964591	0.0939377	0.0938571	0.0752199	0.0551054	0.0339648	0.0323335	0.0259076
a18	0.0735459	0.0888395	0.0901652	0.0899398	0.0889203	0.0854016	0.0840131	0.0844035	0.0768258	0.0773205	0.0629857	0.0539733	0.0436657
a31	0.0691804	0.0849977	0.0861784	0.0859801	0.0850236	0.0816321	0.0803274	0.0807567	0.0739987	0.0776151	0.0713861	0.0661278	0.0567959
a11	0.0696692	0.102758	0.104854	0.105527	0.104814	0.101068	0.0991879	0.0984488	0.0788537	0.0501172	0.0300579	0.0301334	0.02451
a31	0.067197	0.089108	0.0912	0.0914607	0.0909431	0.0883783	0.0873581	0.087569	0.0810939	0.0779601	0.0589945	0.0491681	0.0395693
a46	0.0555583	0.104945	0.108704	0.111339	0.111987	0.110366	0.108689	0.105936	0.0762652	0.0363115	0.0221011	0.0264785	0.0213187
a31	0.0436238	0.0824634	0.0905651	0.093025	0.0937405	0.0925996	0.0921155	0.0919909	0.0878526	0.0818179	0.0592987	0.0505409	0.040366
a8	0.0382728	0.106431	0.11451	0.121287	0.124023	0.124519	0.121727	0.114116	0.0630854	0.0217767	0.0122745	0.0210798	0.0168975
</S>	0.0305252	0.0767748	0.0932364	0.0993159	0.101747	0.101292	0.101029	0.100424	0.0956855	0.0811303	0.0475201	0.0402438	0.0310755
