 	era	molto	stanco	</S>
a46	0.134438	0.286049	0.274397	0.305116
a8	0.414023	0.264233	0.219516	0.102228
a37	0.214088	0.320797	0.316336	0.148779
a31	0.0759147	0.296998	0.402597	0.224489
a0	0.0380422	0.147591	0.437653	0.376714
a20	0.0920855	0.307804	0.358364	0.241747
a31	0.0698982	0.279518	0.37733	0.273254
a39	0.0250543	0.103981	0.387614	0.48335
a41	0.129651	0.32135	0.325956	0.223043
a31	0.0882861	0.292807	0.351624	0.267283
a28	0.0172743	0.0679493	0.309256	0.60552
a11	0.0647828	0.237632	0.349446	0.34814
a20	0.0665049	0.242822	0.353143	0.33753
a31	0.0574254	0.219589	0.376638	0.346348
a11	0.00663486	0.0327847	0.194533	0.766047
</S>	0.0334729	0.12071	0.346618	0.499199
