 	sta	e	dorme	nel	letto	</S>
a33	0.179914	0.149878	0.0926963	0.146385	0.22833	0.202797
a31	0.223978	0.245383	0.192255	0.246152	0.0562669	0.0359647
a37	0.353146	0.159025	0.045252	0.341573	0.0600668	0.0409369
a31	0.166493	0.0848692	0.0475363	0.429394	0.182935	0.0887725
a13	0.224325	0.0690858	0.0214923	0.370581	0.212647	0.10187
a20	0.160431	0.0729136	0.036504	0.416	0.204885	0.109267
a24	0.157551	0.0808088	0.040724	0.3876	0.211543	0.121774
a28	0.168504	0.088021	0.0369722	0.384568	0.198073	0.123862
a31	0.129274	0.0776426	0.0375077	0.364316	0.236917	0.154342
a35	0.213529	0.0634887	0.0147726	0.310331	0.229622	0.168256
a18	0.143346	0.115036	0.0974922	0.297782	0.198676	0.147668
a31	0.137191	0.111466	0.0919828	0.276148	0.215581	0.16763
a13	0.313065	0.0767032	0.0107023	0.175169	0.224736	0.199624
a39	0.169069	0.139408	0.0980186	0.279049	0.173989	0.140466
a31	0.142503	0.129852	0.111529	0.239085	0.200257	0.176775
a21	0.458777	0.0761909	0.00562591	0.0541523	0.192475	0.212779
a31	0.150505	0.143216	0.0993737	0.239468	0.173038	0.194399
</S>	0.550719	0.0445066	0.00223709	0.0185607	0.150332	0.233645
