 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.0967948	0.116194	0.122277	0.122961	0.120776	0.11749	0.112047	0.102804	0.0886555
a28	0.0277011	0.0486074	0.108588	0.208067	0.216823	0.192475	0.153463	0.0331516	0.0111244
a31	0.0498163	0.0866107	0.14041	0.178746	0.174446	0.15509	0.143603	0.0527688	0.0185088
a8	0.079148	0.131698	0.192715	0.228697	0.186185	0.0771963	0.0669268	0.0264509	0.0109833
a31	0.116328	0.127953	0.133077	0.134807	0.118741	0.105272	0.116502	0.0915791	0.0557412
a28	0.137477	0.169328	0.188408	0.195934	0.152455	0.0521125	0.0498681	0.03665	0.0177668
a10	0.130461	0.149603	0.159879	0.16402	0.131707	0.0866601	0.0943279	0.0547139	0.0286285
a39	0.129341	0.145499	0.154914	0.158973	0.125468	0.0842777	0.100484	0.0652706	0.035772
a31	0.113972	0.124903	0.12974	0.131381	0.114434	0.100842	0.114584	0.100727	0.0694174
a20	0.151456	0.166118	0.173581	0.176614	0.137394	0.0603337	0.062622	0.0446053	0.0272753
a31	0.124664	0.141033	0.148686	0.151345	0.130919	0.100043	0.105377	0.0621442	0.035789
a18	0.155103	0.172383	0.180641	0.183703	0.137155	0.0505979	0.0525493	0.0423708	0.0254971
a41	0.123013	0.141565	0.148837	0.150883	0.131614	0.102709	0.103936	0.0603894	0.0370542
a7	0.121636	0.133499	0.138364	0.139877	0.124465	0.103721	0.111516	0.076894	0.050027
a38	0.120681	0.134194	0.141059	0.143651	0.115765	0.0897599	0.110064	0.088117	0.0567084
a10	0.106157	0.119911	0.125082	0.126462	0.108496	0.098494	0.113485	0.111539	0.0903735
a31	0.121015	0.131221	0.13643	0.138405	0.115906	0.0933903	0.111378	0.0904199	0.0618346
a46	0.144096	0.157843	0.165047	0.167931	0.127244	0.0685677	0.0798394	0.0533771	0.0360546
a31	0.0973203	0.120176	0.127415	0.128427	0.113389	0.109052	0.11776	0.105066	0.0813939
a24	0.147404	0.163172	0.16916	0.170579	0.141025	0.0665544	0.0624764	0.045198	0.0344317
a28	0.124324	0.153067	0.165715	0.169337	0.136551	0.0855244	0.083369	0.0499931	0.0321194
a24	0.114226	0.139159	0.148441	0.150595	0.122641	0.0965925	0.108151	0.0714943	0.0487008
a15	0.121734	0.143896	0.153567	0.156483	0.127464	0.092772	0.101898	0.0619049	0.0402814
a24	0.0870173	0.115854	0.125764	0.127169	0.106313	0.102651	0.116553	0.117364	0.101315
a21	0.116453	0.129656	0.135305	0.137039	0.117119	0.0989612	0.113705	0.0888759	0.062885
a31	0.097982	0.120599	0.128913	0.130751	0.105914	0.0959396	0.11469	0.113529	0.0916827
a20	0.137248	0.153885	0.15978	0.160964	0.137731	0.0801164	0.0797607	0.0505239	0.0399906
a31	0.103849	0.130721	0.139511	0.1408	0.122711	0.109569	0.116143	0.0801025	0.0565929
a8	0.136025	0.165789	0.175972	0.177447	0.141343	0.0613216	0.0588097	0.0458762	0.0374166
a31	0.0567117	0.108323	0.136988	0.138871	0.104035	0.1204	0.127812	0.116241	0.0906194
a20	0.118973	0.166155	0.182559	0.184242	0.148855	0.0617162	0.0541126	0.0449393	0.0384473
a31	0.0745248	0.134842	0.161754	0.164054	0.127636	0.112458	0.10921	0.0658598	0.0496623
a20	0.094499	0.170418	0.2022	0.204987	0.150765	0.0501452	0.0447148	0.044457	0.0378139
a31	0.0592215	0.131694	0.172771	0.175869	0.1294	0.114295	0.103322	0.0637196	0.0497081
a8	0.0641849	0.166491	0.225517	0.23059	0.154188	0.0421103	0.0361296	0.0432951	0.0374937
a31	0.0332649	0.0844452	0.154089	0.160062	0.087806	0.134486	0.134996	0.122841	0.0880096
a49	0.0454382	0.159133	0.247443	0.255398	0.157198	0.0342457	0.0263645	0.038876	0.0359048
a18	0.0306445	0.112277	0.207209	0.217055	0.124205	0.102827	0.0859928	0.0673622	0.0524273
a35	0.0195753	0.0801706	0.178927	0.192623	0.106832	0.131346	0.123438	0.0957158	0.0713728
a17	0.0155521	0.0627197	0.146805	0.159516	0.086988	0.133423	0.140322	0.144702	0.109972
a8	0.0154833	0.0630485	0.139941	0.152324	0.0877328	0.124957	0.139467	0.152701	0.124345
a20	0.01513	0.0559268	0.131071	0.14158	0.069907	0.11795	0.135123	0.176071	0.157241
a31	0.0169903	0.0693314	0.143872	0.155521	0.0954485	0.120678	0.137611	0.144589	0.115959
a20	0.0141071	0.0735234	0.205645	0.23883	0.123301	0.0777155	0.0985596	0.0946708	0.0736481
a37	0.0152503	0.0652403	0.159735	0.174792	0.0894591	0.124306	0.140033	0.134334	0.0968504
a24	0.0134909	0.0630276	0.164468	0.183348	0.0855174	0.10716	0.136804	0.14384	0.102344
a13	0.016152	0.0719846	0.170287	0.189445	0.0879918	0.0964126	0.13462	0.138943	0.0941632
a31	0.0111546	0.0496935	0.148674	0.170386	0.0731657	0.110441	0.140197	0.169622	0.126666
a0	0.0121733	0.0694788	0.22637	0.27034	0.124064	0.0680762	0.0770209	0.0828514	0.0696256
a31	0.0139928	0.0454054	0.135784	0.153148	0.0649167	0.124936	0.140066	0.183075	0.138677
a8	0.0103244	0.0632396	0.26169	0.326324	0.107789	0.0470322	0.0460171	0.0722783	0.0653054
a31	0.0234486	0.0556108	0.128088	0.140576	0.0725962	0.120656	0.130922	0.186964	0.141138
</S>	0.0106414	0.0653102	0.278562	0.346034	0.107368	0.0388919	0.0334075	0.0616393	0.0581454
