 	mia	figlia	vuole	andare	</S>
a46	0.186181	0.124313	0.153088	0.261159	0.275259
a31	0.277284	0.248788	0.222063	0.16215	0.0897148
a7	0.285578	0.105673	0.153627	0.327812	0.127309
a20	0.138801	0.0669628	0.141928	0.426738	0.225571
a31	0.106653	0.0597893	0.141652	0.402557	0.289348
a46	0.0636119	0.02403	0.0559916	0.511528	0.344839
a31	0.131885	0.0942166	0.186449	0.320186	0.267263
a46	0.0769564	0.0179001	0.0345267	0.460966	0.409651
a31	0.153305	0.0980646	0.160549	0.324941	0.263141
a11	0.0530689	0.00839617	0.0142506	0.339304	0.58498
a3	0.0707673	0.0140608	0.0298292	0.3447	0.540643
a31	0.0628529	0.0160868	0.0379105	0.353513	0.529636
a27	0.0179891	0.00467849	0.0141368	0.227781	0.735415
a0	0.0415081	0.0120192	0.0377906	0.361879	0.546803
</S>	0.0455234	0.0148718	0.0456377	0.357787	0.53618
