 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.016991764	0.020934349	0.035534453	0.4391691	0.08079805	0.0031846466	0.40173084	0.0016568102
a21	0.0022662487	0.0039242334	0.0077246916	0.6269084	0.16410361	0.0005845588	0.19387223	0.0006159904
a31	0.00033280783	0.00031167487	0.0005455288	0.008576877	0.008781726	0.0002519939	0.97376686	0.007432434
a21	0.047779888	0.036782738	0.064408034	0.7119863	0.024667963	0.0072159525	0.09701562	0.010143443
a31	0.008994427	0.0077016545	0.013623072	0.24844642	0.11794004	0.010760798	0.58312273	0.009410818
a13	0.5504489	0.09704203	0.01721432	0.19715962	0.050313257	0.027579198	0.043131024	0.017111612
a35	0.12902819	0.06586631	0.012189579	0.6266451	0.06952902	0.015754305	0.06760745	0.013380109
a37	0.1774123	0.0541501	0.009955278	0.5122552	0.11097456	0.005464279	0.12715526	0.002633093
a31	0.12216046	0.056818966	0.02641902	0.28052914	0.27570257	0.00574652	0.22752622	0.0050970456
a37	0.18179591	0.07318655	0.022166714	0.48308975	0.09754964	0.026233805	0.10918885	0.006788751
a31	0.09107277	0.017713327	0.0068778675	0.1698545	0.13005696	0.05269299	0.50642806	0.025303492
a24	0.21372572	0.2138615	0.0947153	0.29213843	0.07109241	0.01662184	0.08004326	0.017801568
a31	0.07047862	0.029348144	0.012020024	0.07004378	0.084431745	0.10425819	0.53614724	0.09327222
a13	0.22006775	0.19721554	0.12312914	0.16538242	0.10348834	0.04029723	0.09272814	0.057691522
a31	0.08613586	0.054615904	0.032058567	0.058194242	0.051639218	0.16985963	0.3157163	0.23178025
a27	0.16442575	0.14681469	0.12495759	0.14084414	0.12029036	0.08540706	0.11840928	0.0988511
a31	0.11139279	0.08088995	0.052635595	0.07586439	0.047043674	0.16996828	0.19715339	0.26505196
a35	0.14197248	0.12864366	0.11929133	0.13161124	0.1212285	0.11069511	0.13003352	0.116524175
</S>	0.15217738	0.11862634	0.077152774	0.078516096	0.05627187	0.13487558	0.16611414	0.2162658
