 	il	morto	vuole	pianto	</S>
a46	0.191638	0.236863	0.175161	0.197251	0.199087
a23	0.293035	0.324317	0.273689	0.0909861	0.0179734
a20	0.255591	0.281054	0.257417	0.158013	0.0479243
a31	0.261543	0.316637	0.283893	0.113836	0.024091
a21	0.416945	0.411461	0.115572	0.0409985	0.0150234
a11	0.253536	0.26614	0.178964	0.190669	0.110692
a10	0.24147	0.25422	0.169307	0.202059	0.132944
a27	0.264616	0.271004	0.120008	0.188624	0.155748
a17	0.20655	0.220534	0.163732	0.211465	0.197719
a31	0.191448	0.207653	0.150964	0.213777	0.236158
a37	0.30501	0.286712	0.0846262	0.159726	0.163925
a31	0.251015	0.261155	0.149389	0.189684	0.148757
a37	0.353242	0.303301	0.0648768	0.131993	0.146587
a17	0.291192	0.288152	0.144216	0.159398	0.117042
a31	0.196467	0.21215	0.163972	0.206122	0.221289
a10	0.40127	0.304235	0.0574407	0.112959	0.124096
a7	0.267977	0.274393	0.140922	0.166395	0.150314
a31	0.208704	0.23766	0.14543	0.197056	0.21115
a33	0.379337	0.31405	0.043803	0.106553	0.156257
a29	0.19552	0.213402	0.181978	0.164585	0.244515
a41	0.195662	0.244117	0.163739	0.18123	0.215253
a31	0.156823	0.222732	0.152638	0.192264	0.275543
a39	0.272122	0.344882	0.0313489	0.0912453	0.260402
</S>	0.188114	0.233915	0.171315	0.15814	0.248516
