 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.114666	0.118612	0.117418	0.114692	0.115577	0.116635	0.115929	0.102279	0.0841922
a18	0.0866508	0.236372	0.196773	0.161631	0.135861	0.0887069	0.061151	0.0248424	0.00801147
a24	0.145169	0.156548	0.0761303	0.0796926	0.125409	0.154383	0.14264	0.0772249	0.042803
a31	0.156946	0.1713	0.0853016	0.0865489	0.134132	0.157039	0.120636	0.0557487	0.0323474
a37	0.175969	0.197581	0.0804703	0.072723	0.125232	0.160684	0.109725	0.0499479	0.0276669
a0	0.160626	0.17529	0.082608	0.0836237	0.132927	0.158488	0.118726	0.0548427	0.0328696
a28	0.137747	0.147451	0.0738005	0.0782563	0.120825	0.147053	0.142639	0.0926493	0.0595796
a18	0.141094	0.151927	0.0733465	0.0770064	0.121318	0.150855	0.14395	0.0861652	0.0543378
a31	0.138899	0.15129	0.068732	0.0722023	0.117062	0.151456	0.148273	0.092911	0.0591748
a37	0.169706	0.184478	0.0860818	0.0819247	0.130681	0.153629	0.105899	0.0521494	0.0354509
a20	0.151566	0.16201	0.0844236	0.0876898	0.131656	0.15265	0.126112	0.0622277	0.0416653
a31	0.141341	0.150939	0.0796346	0.084049	0.125477	0.1479	0.137798	0.0804807	0.0523794
a24	0.173639	0.187126	0.0973177	0.0899451	0.132986	0.142162	0.0917132	0.0496172	0.0354935
a31	0.159523	0.169875	0.102475	0.104458	0.140457	0.142222	0.0955595	0.0499431	0.035487
a20	0.178244	0.192563	0.118881	0.0992623	0.128737	0.122734	0.0770017	0.0469232	0.0356541
a31	0.145837	0.157645	0.120421	0.123637	0.140901	0.132304	0.0917536	0.0486629	0.0388382
a18	0.192013	0.218332	0.153675	0.0959899	0.106242	0.0919601	0.0661644	0.0432251	0.0323988
a41	0.130771	0.156668	0.128135	0.137344	0.143081	0.125941	0.090522	0.0473503	0.0401876
a35	0.127912	0.147518	0.124629	0.129964	0.136302	0.128751	0.106296	0.0554875	0.0431407
a24	0.11166	0.13647	0.109349	0.122077	0.129598	0.123093	0.119955	0.0845819	0.0632168
a28	0.129818	0.148453	0.106615	0.109823	0.13009	0.135479	0.122946	0.0682228	0.0485529
a31	0.118999	0.151906	0.0876524	0.0964829	0.1262	0.136897	0.135833	0.0847724	0.0612573
a11	0.151678	0.2234	0.148107	0.0915924	0.104426	0.110821	0.0816621	0.0453994	0.042913
a31	0.108476	0.163728	0.123225	0.145886	0.144293	0.120866	0.0987713	0.0493858	0.0453689
a20	0.167761	0.35305	0.184085	0.0463565	0.0485781	0.0580996	0.0716824	0.0332919	0.0370952
</S>	0.105461	0.184401	0.128857	0.159908	0.150283	0.1091	0.0773133	0.0403535	0.0443236
