 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.0948913	0.105548	0.104325	0.0995697	0.0958268	0.0985377	0.0992229	0.106656	0.0936244	0.101798
a24	0.0715791	0.235708	0.216832	0.192688	0.0955076	0.065062	0.0271206	0.0611744	0.0280353	0.00629378
a31	0.126726	0.142397	0.0846051	0.076529	0.0905318	0.105963	0.106774	0.126196	0.0908904	0.0493878
a13	0.133325	0.158538	0.0793739	0.068482	0.0772614	0.0996199	0.109633	0.138959	0.0882685	0.046539
a18	0.120055	0.140601	0.0721587	0.0652444	0.0803558	0.10531	0.1171	0.13752	0.0988613	0.0627944
a20	0.111752	0.128002	0.0705537	0.0646511	0.0807824	0.105128	0.11775	0.131625	0.105665	0.0840903
a31	0.109641	0.125896	0.0683308	0.06264	0.0791713	0.104546	0.119316	0.131848	0.106805	0.0918066
a37	0.129714	0.155782	0.0761708	0.0653342	0.0737573	0.0981012	0.11247	0.142223	0.0910698	0.0553777
a31	0.117921	0.135147	0.0761913	0.0692226	0.0830343	0.1046	0.112972	0.131485	0.0999488	0.069479
a11	0.134784	0.157143	0.0847666	0.072013	0.078382	0.0965208	0.10388	0.132878	0.0863477	0.0532854
a31	0.114619	0.129877	0.0846432	0.078497	0.0870842	0.102943	0.105426	0.124569	0.0997765	0.0725661
a11	0.139414	0.159687	0.0981197	0.0815714	0.081488	0.0916231	0.0933185	0.123547	0.0800137	0.0512172
a31	0.112755	0.132684	0.0911819	0.085272	0.084541	0.0986597	0.0984665	0.125365	0.0981636	0.0729108
a11	0.143466	0.167252	0.115136	0.0915173	0.0790733	0.082475	0.0817725	0.117016	0.0723649	0.0499263
a31	0.107906	0.138267	0.100568	0.095401	0.0779239	0.0909587	0.0883654	0.129346	0.0958188	0.0754464
a13	0.146192	0.184847	0.140613	0.10058	0.0677414	0.066865	0.0670716	0.113083	0.0627641	0.0502428
a31	0.0938352	0.147507	0.110448	0.108399	0.0632482	0.0768774	0.0737555	0.142095	0.0938896	0.0899458
a18	0.142272	0.222244	0.18006	0.100499	0.0453579	0.0441314	0.0478464	0.113066	0.0511693	0.0533538
a31	0.0798945	0.167974	0.125587	0.127854	0.0494191	0.0596053	0.0551918	0.159526	0.0825121	0.092436
a10	0.122403	0.278673	0.219677	0.0808373	0.024062	0.0247153	0.0302636	0.12169	0.0393114	0.0583664
a7	0.0837557	0.197318	0.14612	0.130379	0.0409352	0.0490744	0.0460629	0.164884	0.0626059	0.0788644
a31	0.0677671	0.177735	0.11892	0.11772	0.0365732	0.0516408	0.0534262	0.185055	0.0638829	0.12728
a20	0.0824174	0.302544	0.211171	0.0682732	0.0164566	0.0207517	0.0270555	0.173352	0.026531	0.0714479
a31	0.0645785	0.186318	0.126874	0.132987	0.0366217	0.0458315	0.0441436	0.186839	0.0655864	0.110221
</S>	0.0707347	0.350073	0.235928	0.047763	0.00963121	0.0116829	0.016014	0.169317	0.0201412	0.068715
