 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.146053	0.14078	0.125663	0.133653	0.157567	0.164171	0.132113
a31	0.098146	0.141432	0.20556	0.220612	0.198217	0.104913	0.0311199
a7	0.0557764	0.0692895	0.233904	0.284073	0.235976	0.0971277	0.0238536
a31	0.0436822	0.0501484	0.218728	0.250044	0.237833	0.150198	0.0493672
a20	0.0343839	0.0359671	0.206745	0.273963	0.25502	0.147128	0.046793
a2	0.0405906	0.0440984	0.21298	0.257466	0.243838	0.149093	0.0519339
a41	0.0277976	0.0250041	0.177222	0.296802	0.264766	0.151725	0.0566831
a20	0.044541	0.0477812	0.200337	0.252244	0.242353	0.152666	0.0600786
a46	0.0494603	0.0553347	0.183827	0.218413	0.23191	0.178234	0.0828216
a31	0.0660562	0.0804494	0.139969	0.158602	0.198597	0.195491	0.160835
a11	0.0629851	0.0516105	0.131328	0.27126	0.228556	0.159363	0.0948975
a35	0.116852	0.118844	0.128178	0.170765	0.215444	0.159935	0.089982
a31	0.117877	0.1088	0.0897992	0.117418	0.200874	0.204443	0.16079
a11	0.144471	0.0603057	0.0479083	0.186644	0.160758	0.214964	0.184948
a28	0.196636	0.110387	0.0612823	0.110031	0.211622	0.18415	0.125892
a20	0.199397	0.1021	0.0494821	0.0956041	0.201653	0.208494	0.14327
a10	0.169966	0.101861	0.0527707	0.0808778	0.203649	0.225855	0.165021
a31	0.157416	0.090395	0.0389411	0.0644017	0.20883	0.254655	0.185362
</S>	0.132171	0.0420543	0.0173706	0.0547558	0.130196	0.273187	0.350265
