 	io	non	ho	niente	da	mangiare	</S>
a8	0.144578	0.253894	0.264492	0.122506	0.0334461	0.084517	0.0965662
a31	0.0581958	0.119515	0.137353	0.251796	0.187382	0.161016	0.0847424
a8	0.0484784	0.187828	0.220668	0.248522	0.147428	0.104857	0.0422184
a20	0.0745436	0.151886	0.164674	0.173846	0.162317	0.18839	0.0843436
a31	0.0643503	0.121701	0.131685	0.147975	0.190145	0.221847	0.122297
a14	0.0669028	0.174635	0.185777	0.12485	0.126139	0.230552	0.0911451
a31	0.0738258	0.157621	0.169325	0.150967	0.143846	0.210414	0.0940019
a13	0.0694737	0.195582	0.206443	0.112225	0.07488	0.233686	0.10771
a37	0.100757	0.205831	0.219278	0.157396	0.0705689	0.157663	0.0885057
a10	0.089532	0.182005	0.195399	0.15611	0.0620647	0.178357	0.136532
a20	0.0737268	0.16129	0.175236	0.165266	0.0627704	0.199073	0.162637
a7	0.0649861	0.167274	0.18505	0.175409	0.054094	0.190711	0.162476
a18	0.0506073	0.144541	0.162118	0.167816	0.0541858	0.225626	0.195106
a44	0.0478215	0.173105	0.199409	0.181799	0.0407193	0.190286	0.166859
</S>	0.0627031	0.232118	0.265488	0.146479	0.0583305	0.120052	0.114829
