 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.00230283	0.0246204	0.0349264	0.0420893	0.0520778	0.0593167	0.0594624	0.0600421	0.0590816	0.0586469	0.050532	0.0413288	0.0606021	0.0605333	0.0591844	0.0498198	0.0588439	0.0598384	0.0572467	0.0495039
a31	0.00338623	0.00709531	0.0102184	0.00835491	0.0160448	0.060689	0.0571872	0.0675956	0.0707611	0.0719652	0.0718405	0.0666094	0.0720395	0.0726479	0.0714154	0.0697505	0.0694955	0.0670615	0.0485602	0.0172819
a20	0.00662135	0.00949341	0.0154587	0.0121962	0.0255387	0.0705421	0.0680074	0.0750616	0.0764392	0.0765915	0.0688682	0.0662961	0.0774816	0.0738167	0.0660185	0.0669422	0.0576167	0.0562886	0.024107	0.00661405
a11	0.0124607	0.0313703	0.0444626	0.0390215	0.0534569	0.06371	0.0633629	0.0641525	0.0635515	0.0627344	0.0496995	0.0473578	0.0639258	0.0586454	0.0556942	0.052081	0.0532779	0.0607341	0.0424302	0.0178708
a29	0.0137434	0.045387	0.0531955	0.0512344	0.0570079	0.0599434	0.0597763	0.0600611	0.0592097	0.0582112	0.0439626	0.0415002	0.0595766	0.0536351	0.0509971	0.0466734	0.0492256	0.0585119	0.049236	0.0289114
a31	0.0132559	0.0467151	0.0552361	0.0540583	0.0594674	0.0621588	0.0619388	0.0622928	0.0609052	0.0592207	0.0394508	0.0372225	0.0613994	0.0520282	0.0483361	0.0424634	0.0459018	0.0601905	0.0491561	0.0286023
a0	0.0136848	0.0493502	0.059372	0.0587329	0.0642269	0.066896	0.0666024	0.0670254	0.0650167	0.0626394	0.0386502	0.0366592	0.0656975	0.0527848	0.0462631	0.0405906	0.0404754	0.0584526	0.031373	0.015507
a39	0.00891304	0.0487087	0.0549529	0.0536414	0.0574493	0.059106	0.0589584	0.0591353	0.0581672	0.0572796	0.0441522	0.0397052	0.058709	0.0533441	0.0509447	0.0468037	0.0496489	0.0578707	0.0501183	0.0323913
a31	0.01239	0.0493471	0.0532885	0.0524117	0.0547924	0.0557847	0.0557005	0.0557955	0.0552434	0.054785	0.0468952	0.0433127	0.0555926	0.0527316	0.0513973	0.0487101	0.0508057	0.0553384	0.0524085	0.0432691
a37	0.0148656	0.0506323	0.0578813	0.0572461	0.0613413	0.0632991	0.0631291	0.0633641	0.0622473	0.0610001	0.0447118	0.0424343	0.0627153	0.0552469	0.0498788	0.045883	0.0445843	0.0544732	0.0290362	0.0160297
a31	0.00919988	0.0491809	0.0561525	0.0551185	0.0593004	0.0612065	0.0610442	0.0612629	0.0601908	0.0591045	0.0440092	0.0401707	0.0607283	0.0543092	0.0510402	0.0464003	0.0486573	0.0581571	0.0422469	0.0225197
a20	0.0124814	0.0510817	0.0585375	0.058046	0.0621247	0.0640503	0.0638709	0.0641013	0.0628874	0.0615961	0.0449659	0.042282	0.063431	0.0556793	0.0496793	0.0458416	0.0437706	0.053172	0.0268787	0.0155225
a17	0.00849866	0.0483467	0.0552477	0.0535361	0.0581851	0.0602764	0.0601332	0.0603015	0.0594507	0.0588011	0.0483818	0.0431734	0.0600296	0.0559234	0.053142	0.0500741	0.050913	0.0565546	0.0385972	0.0204334
a28	0.00753747	0.048641	0.0542673	0.053029	0.0563187	0.057615	0.0574832	0.057604	0.0566793	0.0560201	0.0453883	0.0393925	0.0573222	0.0532538	0.051351	0.0476875	0.0506205	0.0569205	0.0525044	0.0403641
a31	0.0117319	0.0492953	0.0542695	0.0538121	0.056622	0.0578725	0.0577641	0.0579185	0.0571628	0.0563791	0.0444735	0.0412551	0.0575479	0.0529578	0.0508756	0.046698	0.0497441	0.0568944	0.0508515	0.0358745
a16	0.0120315	0.0515381	0.0583117	0.0583818	0.0617034	0.0632454	0.0630812	0.0633044	0.0620888	0.0607586	0.0436524	0.0408644	0.0626161	0.0548628	0.0498236	0.044916	0.0452545	0.0554594	0.0308429	0.017263
a8	0.00776854	0.0475393	0.0541354	0.0522079	0.0567502	0.0586997	0.0585666	0.0586967	0.0578973	0.0574606	0.0497033	0.0429931	0.0585581	0.05572	0.0537975	0.051197	0.0526628	0.0566306	0.0441584	0.0248569
a31	0.00584693	0.0445767	0.0527731	0.0497408	0.055163	0.0572147	0.0570121	0.0570984	0.0557109	0.0552983	0.047298	0.0352953	0.0570279	0.0539969	0.0522379	0.0491909	0.0522663	0.0569532	0.0551011	0.0501976
a0	0.0118802	0.0503368	0.0562718	0.0558834	0.0594041	0.0610587	0.0609498	0.0610913	0.0603684	0.0597479	0.0501875	0.0467592	0.0608241	0.056921	0.052653	0.0500432	0.0479636	0.0524087	0.0283191	0.0169281
a31	0.00518991	0.0455325	0.0540542	0.0513372	0.0568642	0.0590062	0.0587957	0.0589201	0.0574749	0.0568612	0.0463602	0.0353227	0.0587378	0.0546677	0.0524531	0.0486306	0.052015	0.0581492	0.0522921	0.0373355
a24	0.00860359	0.0501393	0.0569633	0.0566377	0.0606041	0.0624383	0.0623051	0.0624582	0.0615344	0.060806	0.0499883	0.0454551	0.0621496	0.0575853	0.0523179	0.0495842	0.0466797	0.0512775	0.0260846	0.0163879
a46	0.00537535	0.0467215	0.0562994	0.053974	0.0605726	0.0635735	0.0633516	0.0635859	0.062229	0.0612839	0.0474866	0.0398926	0.0631965	0.0573392	0.0528783	0.0491523	0.0494015	0.0554832	0.0307242	0.017479
a14	0.00482731	0.0397384	0.0521362	0.0467457	0.0558998	0.0596584	0.0592986	0.059392	0.0570071	0.0566986	0.049238	0.0301205	0.059527	0.056525	0.0540639	0.0509077	0.0544228	0.0590947	0.0542386	0.04046
a8	0.00807828	0.048276	0.0531436	0.0523256	0.0553584	0.0565876	0.0564935	0.0565935	0.055953	0.0555547	0.0485433	0.0428566	0.0564769	0.0542161	0.0528817	0.0499629	0.0523712	0.0559086	0.0510591	0.0373594
a31	0.00424849	0.0426871	0.0527159	0.0492934	0.0560441	0.0586859	0.0584209	0.0585562	0.0567369	0.0560861	0.0449306	0.0315335	0.0584053	0.0540359	0.0517198	0.047434	0.0517576	0.0583607	0.0562861	0.0520614
a20	0.00863436	0.0489112	0.0549838	0.0553918	0.0587906	0.0603849	0.0602963	0.060437	0.0597171	0.0591595	0.0501937	0.0455604	0.0602507	0.0570232	0.0536347	0.0499245	0.0501066	0.0545902	0.0330957	0.0189136
a31	0.0046362	0.0456851	0.053902	0.0518859	0.0572254	0.0593537	0.0591703	0.0593064	0.0580365	0.057467	0.0476758	0.0372436	0.0591669	0.0556704	0.053467	0.049493	0.052765	0.0579973	0.0490452	0.0308073
a7	0.0047673	0.0477014	0.0561436	0.0563302	0.0612312	0.0634711	0.0633161	0.0635063	0.0622961	0.0614512	0.0489671	0.0418452	0.0632118	0.058283	0.0529668	0.0485481	0.0478208	0.0531757	0.0276871	0.01728
a31	0.00339185	0.0439856	0.0542767	0.051896	0.0588271	0.061671	0.0614251	0.0616166	0.0599273	0.0591452	0.0466636	0.0342538	0.0614277	0.0568446	0.0538344	0.0487401	0.0527263	0.0591371	0.0447734	0.0254367
a35	0.00281732	0.0439401	0.0550291	0.0549787	0.0620785	0.0653496	0.0651345	0.0653813	0.0637149	0.0627651	0.0489243	0.038234	0.0651374	0.0597849	0.0535004	0.0482253	0.0477263	0.0532563	0.0267899	0.017232
a20	0.00345747	0.0331392	0.0497836	0.0419899	0.055983	0.062589	0.0619616	0.0620848	0.0580774	0.0579241	0.051437	0.0243611	0.0626057	0.0599857	0.056448	0.052737	0.0576348	0.0615788	0.0526724	0.0335493
a31	0.00329464	0.0410754	0.0514487	0.0486452	0.0561422	0.0591909	0.0589497	0.0590995	0.0574783	0.0570918	0.0497189	0.0341377	0.0591986	0.0571635	0.0551994	0.0511326	0.0552227	0.058395	0.0519143	0.0355008
a10	0.00172382	0.0381571	0.0519156	0.0522857	0.0621782	0.0669667	0.0666933	0.0670546	0.0648524	0.0637448	0.0478023	0.0335098	0.066924	0.0614038	0.0548825	0.0471821	0.0495784	0.0560529	0.0289521	0.0181399
a31	0.00163767	0.0344	0.0501185	0.0469256	0.0595123	0.0652831	0.0648309	0.0651937	0.0620857	0.0610188	0.0448816	0.0253345	0.065215	0.0599186	0.055627	0.0471481	0.0549021	0.0626202	0.0468425	0.026504
a37	0.00103095	0.0296617	0.0470162	0.04719	0.0624058	0.0704459	0.0700076	0.0705657	0.0670725	0.0657827	0.0475656	0.0268988	0.0707474	0.0652073	0.056846	0.0463074	0.0509328	0.0572927	0.0284995	0.0185234
a24	0.00162565	0.0276249	0.0471668	0.0404672	0.0587268	0.0682143	0.067402	0.0677673	0.062534	0.0618792	0.0491234	0.0201438	0.0684119	0.0644772	0.0585787	0.0505288	0.0584583	0.0633525	0.0407166	0.0228008
a28	0.00119993	0.0269915	0.0470192	0.0415161	0.060419	0.0702563	0.0694262	0.0699796	0.0645468	0.0631161	0.0427337	0.0180014	0.0702404	0.0630236	0.0565309	0.0454097	0.0561061	0.0658373	0.0436866	0.0239597
