 	avete	cucinato	le	verdure	</S>
a39	0.111981	0.141715	0.282234	0.254864	0.209205
a31	0.0581393	0.263622	0.289517	0.258333	0.130388
a35	0.0294605	0.136554	0.386258	0.308434	0.139294
a31	0.0374704	0.135189	0.323297	0.316761	0.187282
a20	0.0240332	0.0712701	0.281233	0.352463	0.271
a31	0.0317299	0.101391	0.337476	0.321659	0.207745
a20	0.0184612	0.0479169	0.224751	0.342055	0.366816
a39	0.0233448	0.0591853	0.243257	0.315678	0.358535
a28	0.0318566	0.0889117	0.264359	0.293149	0.321724
a31	0.0384321	0.0996045	0.23215	0.2825	0.347313
</S>	0.0113625	0.0315168	0.0874164	0.234138	0.635567
