 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.120861	0.127879	0.129858	0.109821	0.0915897	0.11496	0.120359	0.107766	0.0769052
a28	0.0456463	0.143215	0.178157	0.199747	0.126791	0.132051	0.0944826	0.0599883	0.019923
a37	0.0875455	0.111711	0.125419	0.155076	0.13198	0.150785	0.131841	0.0736387	0.0320037
a20	0.087542	0.113101	0.126585	0.153398	0.129438	0.149009	0.132121	0.0748942	0.0339111
a37	0.0846172	0.104075	0.116855	0.145719	0.128304	0.143975	0.13954	0.094381	0.0425337
a24	0.0808741	0.100456	0.114679	0.151181	0.12736	0.147691	0.143005	0.0925217	0.0422319
a21	0.0876689	0.108415	0.121963	0.15128	0.130868	0.145768	0.135034	0.0816624	0.0373404
a28	0.0845619	0.0965758	0.106891	0.129575	0.120521	0.129299	0.131796	0.120519	0.080261
a24	0.102379	0.114222	0.121745	0.132907	0.121876	0.130843	0.128097	0.0955235	0.0524063
a31	0.0875878	0.103597	0.116144	0.143845	0.126845	0.139598	0.13747	0.0969181	0.0479955
a20	0.118412	0.145705	0.157525	0.151379	0.0943708	0.126225	0.103802	0.0624109	0.0401713
a24	0.121692	0.134878	0.139942	0.134612	0.116368	0.130092	0.1156	0.0676214	0.0391952
a20	0.116602	0.133204	0.141773	0.14037	0.112334	0.131531	0.117296	0.0672915	0.0395984
a33	0.106512	0.121333	0.129864	0.132406	0.115092	0.127533	0.125876	0.0911961	0.0501883
a20	0.0928225	0.116113	0.126674	0.124217	0.107674	0.116957	0.12061	0.113539	0.0813946
a31	0.125358	0.136217	0.139936	0.120953	0.0985416	0.119122	0.120428	0.0882212	0.051223
a3	0.189285	0.242996	0.248593	0.0878675	0.0306102	0.0526196	0.0602852	0.0493026	0.0384411
a20	0.143071	0.175968	0.18301	0.114939	0.0726185	0.108494	0.105104	0.0591338	0.0376627
</S>	0.12621	0.16595	0.180098	0.117059	0.074478	0.107904	0.115486	0.0728818	0.0399312
