 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.0848392	0.0935333	0.0938662	0.0940807	0.0939746	0.0939401	0.0936273	0.0922016	0.0888704	0.0872464	0.0838202
a14	0.0229122	0.152777	0.151233	0.177302	0.162927	0.163677	0.0744162	0.0449608	0.0329026	0.0117844	0.00510659
a11	0.112286	0.132884	0.131042	0.123904	0.0879528	0.0805353	0.0681325	0.0894944	0.0780236	0.0610801	0.0346646
a31	0.107788	0.123698	0.122211	0.116347	0.0853041	0.0785285	0.067831	0.0912124	0.0860194	0.073138	0.0479225
a46	0.132695	0.157629	0.154756	0.143674	0.0948461	0.0856103	0.0618047	0.0616572	0.0487945	0.0380999	0.0204337
a33	0.0996101	0.11282	0.111872	0.108299	0.0862828	0.0808654	0.0722373	0.0933315	0.0905067	0.0816575	0.0625184
a23	0.0927162	0.100227	0.0997755	0.0980989	0.0860426	0.0825845	0.0770251	0.0921212	0.0940513	0.0919699	0.085388
a31	0.0933185	0.0997177	0.0992109	0.0972207	0.0836444	0.0798375	0.0741418	0.0914452	0.0953959	0.0948344	0.0912332
a21	0.124802	0.137728	0.136622	0.132061	0.104409	0.0972814	0.0768251	0.0711491	0.0507395	0.0421054	0.0262783
a24	0.0971516	0.108204	0.107293	0.103772	0.082454	0.0772273	0.0694968	0.0921456	0.0945063	0.0900221	0.0777265
a46	0.108031	0.119523	0.118314	0.1134	0.0861033	0.0797888	0.0698372	0.0913092	0.0838144	0.0740266	0.0558534
a20	0.0964672	0.10926	0.107976	0.102987	0.0763217	0.0705345	0.0627417	0.0900244	0.0979987	0.0966357	0.0890535
a31	0.0990225	0.105674	0.105044	0.102432	0.085574	0.0810102	0.0739737	0.0923248	0.0916866	0.0870476	0.0762105
a7	0.124785	0.13937	0.137613	0.13035	0.0936121	0.085763	0.0689583	0.076038	0.0576722	0.050022	0.0358159
a10	0.107993	0.120724	0.119437	0.114267	0.0859474	0.0795572	0.0695817	0.091432	0.0825505	0.0727069	0.0558025
a31	0.106523	0.12457	0.122233	0.113085	0.0742915	0.0674997	0.0583564	0.0875386	0.0914253	0.0852414	0.0692357
a0	0.124351	0.139752	0.138228	0.131807	0.0973845	0.0896818	0.0714872	0.0733325	0.0535304	0.0466753	0.0337703
a31	0.0922613	0.110235	0.109381	0.106531	0.0872439	0.0824703	0.0745045	0.0940981	0.090014	0.0828211	0.0704397
a37	0.120228	0.137668	0.137035	0.134019	0.112543	0.106591	0.0818658	0.0613231	0.0423229	0.0383748	0.028029
a20	0.10331	0.12692	0.125831	0.122123	0.0977398	0.0919071	0.0793854	0.0889285	0.0664366	0.0557331	0.0416868
a37	0.0915504	0.115641	0.114716	0.111684	0.0907408	0.0857169	0.076561	0.0945605	0.0842819	0.0745293	0.0600184
a13	0.0928985	0.11997	0.118619	0.113504	0.0843648	0.0782118	0.068437	0.09295	0.0880911	0.0792844	0.0636697
a39	0.0823131	0.115108	0.113631	0.108438	0.0791194	0.0733122	0.0644768	0.0926478	0.0970209	0.0923338	0.0815995
a17	0.0760847	0.107387	0.106392	0.103562	0.0831663	0.0786501	0.0708359	0.0940797	0.0977027	0.094368	0.0877711
a28	0.077538	0.110628	0.109426	0.1055	0.0805832	0.075375	0.0670058	0.0933536	0.0983096	0.0949418	0.08734
a31	0.0750008	0.116961	0.11533	0.109337	0.0769349	0.0710524	0.0620604	0.0923073	0.0993317	0.0955839	0.0861008
a0	0.0751324	0.130177	0.130503	0.127358	0.100884	0.0948198	0.0805875	0.088927	0.067276	0.0584093	0.045926
a13	0.0492419	0.112867	0.111397	0.110296	0.0909431	0.0881976	0.0781719	0.0993921	0.0961833	0.0867269	0.0765829
a31	0.0436925	0.113133	0.11181	0.110156	0.0879214	0.0848199	0.0745287	0.0993258	0.0995154	0.0917275	0.0833695
a37	0.0408758	0.138007	0.140135	0.139704	0.112953	0.108297	0.0884549	0.0851872	0.0574625	0.04963	0.0392932
a8	0.0392197	0.128022	0.126292	0.125647	0.100948	0.0984855	0.0838019	0.101074	0.08091	0.0652663	0.0503339
</S>	0.0201901	0.12595	0.120633	0.12621	0.0974538	0.102728	0.0793382	0.105671	0.0921058	0.0706526	0.0590686
