 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.138515	0.154987	0.144725	0.136884	0.145448	0.144324	0.135117
a46	0.0684573	0.262646	0.275048	0.221791	0.113349	0.0473381	0.011371
a31	0.155759	0.187478	0.111567	0.158735	0.165031	0.140942	0.0804888
a35	0.252072	0.373026	0.0839491	0.0975113	0.106863	0.0614391	0.0251389
a31	0.181292	0.199226	0.0694807	0.121089	0.162224	0.156396	0.110292
a20	0.293209	0.349841	0.0477456	0.0625824	0.105077	0.0920024	0.0495432
a31	0.232367	0.266633	0.0719776	0.114073	0.140096	0.114666	0.0601882
a39	0.284853	0.346603	0.0427482	0.0566325	0.107605	0.102149	0.0594088
a3	0.208652	0.226189	0.0932901	0.138945	0.144169	0.119075	0.0696795
a31	0.19591	0.212516	0.0772177	0.126738	0.152186	0.138327	0.0971066
a7	0.2884	0.33231	0.05002	0.0626158	0.10336	0.0993219	0.0639721
a10	0.238169	0.261361	0.0879001	0.119642	0.123685	0.104214	0.065029
a31	0.196825	0.222138	0.0697117	0.115223	0.150561	0.142346	0.103195
a11	0.28019	0.31921	0.0591231	0.0690979	0.101852	0.0999692	0.0705577
a18	0.197089	0.220084	0.106734	0.141693	0.135539	0.116573	0.0822893
a28	0.161164	0.184674	0.090511	0.137987	0.154836	0.148788	0.12204
a31	0.156911	0.188364	0.0726448	0.12324	0.158806	0.161858	0.138176
a11	0.25313	0.316402	0.0659146	0.0706927	0.10277	0.106792	0.0842987
a13	0.152448	0.210132	0.104459	0.144354	0.148063	0.136205	0.104339
a31	0.118552	0.182538	0.086344	0.136346	0.161609	0.16704	0.147572
a20	0.217106	0.378987	0.0617821	0.042428	0.088893	0.113176	0.0976276
a31	0.118625	0.235822	0.121556	0.140297	0.143181	0.136324	0.104196
a8	0.180009	0.506589	0.0281438	0.0118371	0.0563109	0.111709	0.1054
</S>	0.0865804	0.223399	0.120574	0.125779	0.150526	0.168263	0.124879
