 	ora	che	loro	non	vengono	più	</S>
a39	0.139558	0.131035	0.168373	0.135686	0.17242	0.141131	0.111796
a20	0.123264	0.171404	0.174992	0.349015	0.126684	0.0443657	0.0102749
a13	0.0842033	0.166052	0.192372	0.265474	0.188788	0.0848052	0.0183051
a17	0.074047	0.170632	0.215217	0.21086	0.203472	0.0970892	0.0286829
a39	0.0656673	0.154205	0.203199	0.171935	0.20411	0.131637	0.0692466
a8	0.0683482	0.147178	0.183581	0.160407	0.188697	0.148342	0.103446
a31	0.0660666	0.141107	0.174827	0.155811	0.183116	0.153754	0.125317
a15	0.053462	0.153689	0.271163	0.140958	0.230613	0.094185	0.0559292
a38	0.0766988	0.151026	0.178686	0.161551	0.180758	0.144705	0.106575
a31	0.0743471	0.1448	0.170368	0.154592	0.174907	0.151816	0.12917
a13	0.0612207	0.167186	0.268744	0.140218	0.207939	0.0920572	0.0626356
a20	0.079731	0.164829	0.200465	0.170263	0.188848	0.119269	0.0765947
a7	0.0754245	0.159574	0.198486	0.163927	0.192726	0.12622	0.083643
a11	0.0672017	0.153595	0.20645	0.157114	0.203807	0.127094	0.0847382
a24	0.0762178	0.158115	0.194883	0.161331	0.191056	0.129986	0.0884099
a15	0.0797446	0.166697	0.207295	0.164321	0.193416	0.115162	0.0733653
a24	0.080958	0.145893	0.166199	0.154412	0.170304	0.150952	0.131283
a31	0.0870453	0.1596	0.185798	0.158216	0.182693	0.13224	0.0944086
a0	0.0860788	0.178238	0.231712	0.141369	0.191546	0.0964618	0.074595
a18	0.094909	0.154585	0.172827	0.16307	0.174023	0.137732	0.102854
a31	0.0880337	0.152331	0.174126	0.157113	0.17705	0.141992	0.109355
a38	0.10313	0.190752	0.234331	0.131437	0.174289	0.0905296	0.0755317
a31	0.0799457	0.134647	0.157832	0.159816	0.177731	0.15808	0.131949
a20	0.131475	0.204657	0.236048	0.102302	0.156556	0.088109	0.0808536
a31	0.0963294	0.168019	0.197432	0.175636	0.180371	0.105044	0.077169
a35	0.135773	0.204661	0.236687	0.0756807	0.161381	0.0946049	0.0912118
a31	0.0719877	0.128104	0.166631	0.178673	0.211673	0.141711	0.101221
a18	0.173455	0.191946	0.213995	0.0437369	0.171877	0.0992235	0.105767
a31	0.082744	0.136228	0.178398	0.173916	0.206389	0.123944	0.0983799
a46	0.175175	0.154739	0.190177	0.0267938	0.211762	0.110404	0.130948
a39	0.0818983	0.109658	0.139441	0.142432	0.237606	0.160565	0.128399
a31	0.0872641	0.120795	0.164638	0.143278	0.228603	0.139797	0.115625
</S>	0.156953	0.105145	0.158599	0.0209125	0.267852	0.125281	0.165257
