 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.168123	0.149413	0.135663	0.0819329	0.135504	0.144328	0.185036
a31	0.122181	0.152975	0.170999	0.174054	0.172913	0.136444	0.0704332
a11	0.0946831	0.128878	0.166929	0.271529	0.213297	0.0938142	0.03087
a21	0.0858658	0.0908827	0.118463	0.220058	0.183271	0.159844	0.141616
a31	0.0862704	0.0888351	0.121544	0.188143	0.170491	0.168108	0.176608
a20	0.0821344	0.088792	0.102659	0.239747	0.18282	0.148554	0.155293
a31	0.084842	0.0884861	0.118191	0.198477	0.175412	0.164895	0.169696
a10	0.0820195	0.0881838	0.0951214	0.224488	0.17483	0.146564	0.188794
a31	0.0997277	0.105254	0.134934	0.196364	0.183302	0.149871	0.130547
a21	0.105557	0.10933	0.11216	0.179281	0.178279	0.139134	0.176259
a11	0.109515	0.141146	0.169001	0.103766	0.184349	0.147749	0.144475
a3	0.128183	0.1738	0.172894	0.0814955	0.169351	0.130996	0.143281
a33	0.130066	0.169731	0.16762	0.0687473	0.164895	0.136053	0.162887
</S>	0.099077	0.147646	0.175865	0.0670168	0.188875	0.142418	0.179101
