 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.109253	0.106179	0.113401	0.115307	0.11092	0.112848	0.115121	0.111255	0.105716
a15	0.0628795	0.129378	0.147291	0.168447	0.131189	0.0819081	0.114046	0.11644	0.0484212
a31	0.107478	0.113934	0.119224	0.110159	0.112872	0.109583	0.114557	0.115614	0.0965805
a21	0.122502	0.137587	0.159352	0.124066	0.106174	0.0833743	0.108629	0.10677	0.0515448
a31	0.0988325	0.106176	0.1229	0.0921691	0.106205	0.11047	0.12	0.128242	0.115005
a8	0.118454	0.13011	0.161396	0.111888	0.0968752	0.0828275	0.113849	0.116842	0.0677581
a31	0.0989286	0.105653	0.120509	0.0995471	0.109575	0.111669	0.118594	0.123049	0.112476
a20	0.140405	0.145322	0.172199	0.136072	0.0890881	0.0703004	0.0977518	0.0924765	0.0563845
a39	0.114278	0.120541	0.135044	0.116241	0.111738	0.0983414	0.114623	0.112114	0.0770795
a20	0.102852	0.107592	0.11891	0.111367	0.112454	0.110911	0.116096	0.115919	0.103899
a46	0.107423	0.1106	0.117849	0.110849	0.112	0.109697	0.114736	0.11469	0.102157
a31	0.0955774	0.102036	0.116742	0.105003	0.112148	0.114135	0.117824	0.120384	0.11615
a39	0.134892	0.133597	0.155432	0.133197	0.0982065	0.0795601	0.106071	0.0979698	0.0610736
a31	0.0904376	0.0983557	0.119091	0.117209	0.117082	0.114418	0.119113	0.118194	0.1061
a20	0.151492	0.140164	0.186739	0.153059	0.0750132	0.0651359	0.0926646	0.0813998	0.0543324
a31	0.0848793	0.0957093	0.135614	0.135932	0.122889	0.106599	0.122715	0.115178	0.0804856
a46	0.145348	0.121407	0.207795	0.165519	0.0638926	0.0646919	0.0978246	0.0809325	0.0525911
a31	0.0409636	0.0475761	0.119672	0.146589	0.133892	0.125346	0.14996	0.139601	0.0964009
a46	0.116717	0.0828677	0.252988	0.196577	0.0500973	0.0641021	0.10919	0.0797383	0.0477213
</S>	0.0366398	0.0388037	0.110068	0.158509	0.131105	0.122802	0.17063	0.149022	0.0824216
