 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.0617549	0.0570516	0.0662194	0.0675421	0.068103	0.068162	0.0682748	0.0682897	0.0683807	0.0678126	0.0677682	0.0666074	0.0495077	0.0479329	0.0523036	0.0542894
a31	0.0201075	0.0125989	0.0389219	0.0696121	0.07362	0.0729706	0.0806945	0.075596	0.0952179	0.0818888	0.0862419	0.0902354	0.0900666	0.0686728	0.0337962	0.0097589
a37	0.0290783	0.0179203	0.0543492	0.0828987	0.0860903	0.08605	0.0919327	0.0874809	0.0979344	0.0855971	0.0894685	0.0815274	0.0620717	0.0341745	0.0093211	0.00410485
a31	0.0626711	0.0536417	0.0711469	0.0728203	0.0731236	0.0743536	0.0750284	0.0742282	0.069781	0.0690802	0.0732573	0.0699541	0.0590359	0.0579112	0.0323432	0.0116233
a24	0.068143	0.0602933	0.0768126	0.0775569	0.0778639	0.0794898	0.0801631	0.079061	0.0727025	0.0705079	0.0758034	0.0682959	0.0453888	0.0419878	0.0189552	0.00697495
a46	0.0636378	0.0517492	0.074283	0.0771877	0.0776424	0.0787828	0.0795682	0.0786028	0.0743502	0.0724615	0.0763701	0.070683	0.0508765	0.0438872	0.0219218	0.00799601
a31	0.066417	0.0574954	0.0681155	0.0684969	0.0686157	0.0691478	0.069361	0.0690598	0.0659296	0.0656396	0.0676321	0.0651723	0.0566927	0.0528062	0.0515037	0.0379148
a39	0.0710916	0.064958	0.0767669	0.0774501	0.07768	0.0785667	0.0789352	0.0781963	0.074256	0.0717644	0.0747808	0.0676742	0.0398241	0.0357997	0.0223217	0.00993445
a8	0.0671656	0.0584952	0.0691091	0.069649	0.0697799	0.0702299	0.070437	0.0701566	0.0674677	0.0670379	0.06878	0.0663031	0.0560372	0.0517414	0.0472686	0.0303417
a3	0.0643631	0.0586114	0.0653425	0.0656106	0.0656888	0.0659717	0.0660937	0.0659337	0.0641761	0.0640377	0.0651366	0.0637832	0.0591377	0.0564414	0.0574641	0.0522078
a31	0.0630919	0.0608811	0.0657271	0.0650512	0.0651862	0.0661672	0.0664485	0.0660406	0.0621075	0.0622917	0.0654033	0.0636987	0.0578198	0.0622165	0.0594357	0.0484329
a10	0.0689051	0.0668264	0.0738368	0.0722173	0.072461	0.0744127	0.0749162	0.0740299	0.066475	0.0659706	0.0718632	0.066726	0.0470994	0.0510906	0.0358412	0.0173286
a3	0.0653869	0.0616564	0.0693851	0.0686121	0.0688257	0.0701827	0.0705844	0.0699882	0.0645961	0.0645851	0.0688259	0.0659177	0.054786	0.0586383	0.0491751	0.0288543
a39	0.0641486	0.0607168	0.0682286	0.0670262	0.0672529	0.0688753	0.0693303	0.0686547	0.062312	0.0625502	0.0674873	0.0645681	0.0549566	0.0609204	0.0552886	0.0376832
a31	0.0635318	0.0591083	0.0653747	0.0652277	0.0653545	0.065963	0.0661694	0.0658981	0.063113	0.0631633	0.0651971	0.0637376	0.0595308	0.0598107	0.0588539	0.0499661
a27	0.068279	0.0663278	0.0718294	0.0711197	0.0713436	0.0724515	0.072746	0.0722291	0.067747	0.0671938	0.0706702	0.0670109	0.0499879	0.0511982	0.0384225	0.0214436
a7	0.0645271	0.0571339	0.0659839	0.0663336	0.0664608	0.0668541	0.0670294	0.0668133	0.0644706	0.064334	0.0657976	0.0640886	0.0596356	0.0560964	0.0562539	0.0481872
a31	0.062966	0.060083	0.0658419	0.0650368	0.0652137	0.0663339	0.0666557	0.0661989	0.0616782	0.0619245	0.0654152	0.0634632	0.0574523	0.0616252	0.0596812	0.0504303
a20	0.0683335	0.0658405	0.072703	0.0715391	0.0718058	0.073371	0.0737845	0.0730778	0.0668686	0.0664348	0.0711812	0.0667881	0.0490214	0.0507601	0.0377197	0.0207707
a3	0.0658234	0.0595569	0.0679621	0.0682964	0.0684565	0.0689039	0.0690996	0.0688517	0.0665444	0.06628	0.0678592	0.0659398	0.0588215	0.0554163	0.0491961	0.0329922
a20	0.0636429	0.0590676	0.0670598	0.0662138	0.066441	0.0677633	0.0681535	0.0676032	0.0621906	0.0624123	0.0664947	0.0639589	0.0563705	0.0597674	0.0573216	0.0455389
a28	0.0637315	0.0589248	0.0666895	0.0662872	0.0664997	0.0674686	0.0677768	0.0673635	0.0632461	0.0633493	0.0664274	0.0643469	0.0578542	0.0594833	0.056663	0.0438882
a29	0.063189	0.0589252	0.0671968	0.0660413	0.0662941	0.0679024	0.0683667	0.0677053	0.0613457	0.0616766	0.0665347	0.0637406	0.0559961	0.0611465	0.058383	0.045556
a31	0.0629791	0.0587881	0.0668337	0.0658981	0.0661696	0.0675916	0.0680107	0.0674322	0.0617607	0.0620466	0.0663688	0.0638369	0.0564721	0.0608698	0.0583657	0.0465763
a28	0.0661	0.0632441	0.0702072	0.0695605	0.0698837	0.071068	0.0714048	0.0709006	0.0661983	0.0659975	0.0695915	0.0664859	0.0528283	0.0544398	0.044289	0.0278007
a46	0.0644411	0.0569641	0.0672372	0.0672984	0.0675483	0.068321	0.0686182	0.0682607	0.0645986	0.0645507	0.0670915	0.0648433	0.0584449	0.0564966	0.0538291	0.0414564
a20	0.065698	0.0505476	0.0673058	0.0687066	0.0689186	0.0691958	0.0694283	0.069173	0.0660904	0.0656294	0.0670043	0.0640004	0.0589013	0.0492676	0.0526229	0.04751
a31	0.0634236	0.057224	0.0651826	0.0655474	0.0657438	0.066065	0.0662315	0.0660718	0.0642894	0.0641937	0.0653292	0.0640279	0.060257	0.0576012	0.0575508	0.0512609
a37	0.0655171	0.0603594	0.0707683	0.0706138	0.0711201	0.0722677	0.0726494	0.0721629	0.0675783	0.0672433	0.0706641	0.0672622	0.050996	0.0512073	0.0424595	0.0271306
a27	0.0655546	0.0550829	0.0683149	0.0689607	0.0692522	0.0698205	0.0701002	0.0697905	0.0665276	0.0662436	0.0682398	0.0656073	0.0581952	0.0524682	0.0495535	0.0362883
a11	0.0649991	0.047666	0.0672485	0.0691303	0.0694988	0.0696684	0.0699585	0.0697406	0.0669226	0.066364	0.0674343	0.0643276	0.0593473	0.0483806	0.0520317	0.0472816
a31	0.0628958	0.0535919	0.0658493	0.0662437	0.0665894	0.0672341	0.0675495	0.067253	0.0639752	0.0639385	0.0660954	0.064043	0.0592471	0.0564085	0.0574767	0.0516089
a20	0.0640784	0.0569841	0.0704352	0.0708007	0.0715028	0.0725819	0.0730066	0.0725644	0.0682781	0.0679174	0.0710572	0.0677181	0.0512947	0.0505594	0.0431041	0.028117
