 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.0905487	0.0815959	0.134464	0.133064	0.177381	0.187035	0.195911
a24	0.148713	0.262743	0.241111	0.23147	0.0844078	0.0251696	0.00638555
a31	0.132	0.114307	0.114125	0.183408	0.233612	0.161258	0.0612895
a0	0.133537	0.109428	0.0945037	0.162223	0.235076	0.189282	0.0759503
a31	0.11299	0.10178	0.110615	0.171403	0.22334	0.187264	0.0926082
a17	0.16879	0.130381	0.107546	0.172415	0.200872	0.144378	0.0756176
a13	0.113572	0.108968	0.126092	0.179771	0.210414	0.168518	0.0926653
a31	0.133769	0.136449	0.151049	0.171818	0.175596	0.143328	0.0879898
a20	0.23168	0.179737	0.134135	0.159306	0.131898	0.0970314	0.0662114
a31	0.118482	0.132198	0.160116	0.184619	0.188216	0.137617	0.0787517
a23	0.257809	0.193231	0.136504	0.141897	0.108829	0.090625	0.0711053
a8	0.0713556	0.10966	0.187314	0.187977	0.187107	0.151749	0.104838
a20	0.0743302	0.114052	0.177161	0.173688	0.174479	0.157564	0.128725
a31	0.0960421	0.127247	0.167528	0.169941	0.176459	0.154346	0.108437
</S>	0.206169	0.150436	0.136857	0.134586	0.139308	0.120581	0.112064
