 	non	ho	cosa	a	fare	</S>
a8	0.151031	0.123192	0.162258	0.18014	0.185169	0.198211
a31	0.124667	0.132037	0.18695	0.25873	0.187413	0.110204
a37	0.0887427	0.047568	0.163122	0.376021	0.212967	0.111579
a10	0.0898424	0.0436071	0.141062	0.302391	0.240431	0.182666
a37	0.0799932	0.040042	0.123489	0.269377	0.2586	0.228498
a10	0.0836714	0.0470479	0.133967	0.252252	0.255586	0.227476
a0	0.0815176	0.0443953	0.128343	0.252011	0.257906	0.235826
a20	0.0917561	0.0778614	0.162845	0.219951	0.228618	0.218969
a17	0.0983801	0.0800337	0.165372	0.224928	0.222964	0.208322
a20	0.0815313	0.0748946	0.169659	0.224553	0.227635	0.221727
a8	0.0929537	0.0782019	0.169893	0.231791	0.220478	0.206682
</S>	0.0507206	0.0573518	0.179791	0.23346	0.236673	0.242004
