 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.123137	0.149267	0.156036	0.152047	0.150833	0.146001	0.122679
a31	0.0448666	0.16979	0.291236	0.282726	0.168392	0.0323634	0.0106262
a0	0.144798	0.264184	0.22508	0.150833	0.134975	0.0583311	0.0217995
a20	0.144506	0.19577	0.156646	0.129116	0.177901	0.125923	0.0701377
a31	0.145505	0.196527	0.161623	0.132723	0.175677	0.120175	0.0677697
a13	0.140545	0.276877	0.183796	0.101466	0.150489	0.0969875	0.0498402
a38	0.148771	0.20159	0.165628	0.136107	0.172893	0.110656	0.0643556
a31	0.131626	0.16375	0.147351	0.134336	0.162027	0.147208	0.113702
a20	0.171501	0.256072	0.209632	0.125994	0.11078	0.0780701	0.0479495
a31	0.15219	0.197709	0.175043	0.151159	0.163539	0.0988072	0.0615519
a20	0.167039	0.263477	0.208716	0.119673	0.108787	0.0814125	0.0508951
a33	0.153929	0.205871	0.190224	0.164942	0.147096	0.0825434	0.0553954
a31	0.0958237	0.15721	0.157824	0.15187	0.164324	0.150689	0.122259
a28	0.180758	0.272721	0.22931	0.107082	0.0754651	0.0806901	0.0539739
a31	0.135274	0.203266	0.20306	0.182016	0.138947	0.0794645	0.0579736
a0	0.161748	0.281901	0.231764	0.0981489	0.0749552	0.0897107	0.0617718
a31	0.0783591	0.181418	0.213285	0.206	0.157137	0.094006	0.0697959
a3	0.133557	0.318377	0.239304	0.0640824	0.0535155	0.112366	0.0787979
a31	0.0821782	0.206167	0.239849	0.203822	0.117502	0.0821553	0.0683265
a46	0.0886467	0.313321	0.240507	0.0580877	0.0536899	0.140511	0.105238
a31	0.0563955	0.134985	0.224446	0.243565	0.149884	0.103468	0.0872566
a39	0.0531824	0.303615	0.226023	0.0455309	0.0460309	0.178285	0.147333
a35	0.0616332	0.143819	0.243612	0.245604	0.119083	0.0952578	0.0909917
a31	0.0496441	0.154143	0.229656	0.217039	0.147834	0.111709	0.0899756
</S>	0.0370417	0.254857	0.212964	0.0483108	0.0511233	0.208151	0.187553
