 	vuole	vuole	mangiato	caldo	</S>
a37	0.220063	0.0968327	0.169301	0.26908	0.244724
a31	0.141368	0.18017	0.213464	0.365586	0.0994128
a41	0.0555074	0.0476236	0.126538	0.62654	0.143791
a31	0.0308908	0.0301712	0.128963	0.600104	0.209872
a11	0.0220318	0.0158701	0.0622475	0.656568	0.243282
a20	0.0339284	0.0215719	0.0798309	0.613883	0.250786
a31	0.0217151	0.011328	0.0536381	0.602742	0.310577
a18	0.0215486	0.00961167	0.0308188	0.518572	0.419449
a31	0.028544	0.0105119	0.0376071	0.519918	0.403419
a20	0.0236517	0.00989621	0.0307109	0.46554	0.470201
a21	0.012906	0.00955099	0.0397302	0.62434	0.313472
</S>	0.00690957	0.00594703	0.0413251	0.630405	0.315413
