 	da	da	un	famoso	poeta	</S>
a31	0.0635942	0.062245	0.121728	0.152949	0.218781	0.380703
a37	0.376742	0.320114	0.17344	0.0907644	0.0261383	0.0128012
a31	0.122175	0.119034	0.177889	0.273067	0.18737	0.120466
a28	0.169082	0.111028	0.157423	0.297473	0.173412	0.0915826
a31	0.120159	0.0961432	0.139913	0.291887	0.204789	0.147109
a20	0.135231	0.066792	0.0907507	0.29163	0.230536	0.185061
a13	0.131949	0.103507	0.154849	0.276802	0.19626	0.136634
a39	0.0772245	0.08276	0.144354	0.256727	0.220777	0.218158
a31	0.0736873	0.0951195	0.167864	0.227517	0.209266	0.226546
a35	0.142093	0.0639266	0.0946326	0.196842	0.236755	0.26575
a31	0.0517679	0.0803239	0.179031	0.219324	0.2075	0.262053
a17	0.160508	0.0519881	0.0538297	0.0581508	0.223848	0.451675
a31	0.0720833	0.0888888	0.158135	0.130973	0.181995	0.367924
</S>	0.0833978	0.0199894	0.0163799	0.0198918	0.128206	0.732135
