 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.0962838	0.0612719	0.0690208	0.03507	0.0122808	0.078571	0.124604	0.193978	0.328921
a20	0.0664292	0.0793652	0.24669	0.253359	0.16763	0.120767	0.0463371	0.0117696	0.00765244
a28	0.0725121	0.0646545	0.135125	0.142197	0.0873271	0.108467	0.189023	0.111083	0.0896119
a31	0.0722678	0.0636227	0.132466	0.138085	0.0795845	0.104265	0.188116	0.1198	0.101795
a39	0.0786185	0.0615817	0.155067	0.147237	0.0520025	0.079823	0.236435	0.108777	0.0804577
a24	0.0687882	0.0580463	0.116429	0.119933	0.0672805	0.0950021	0.195877	0.140974	0.13767
a31	0.0733981	0.060522	0.127255	0.125942	0.0545321	0.0885574	0.210364	0.134943	0.124487
a17	0.0815631	0.0588769	0.140697	0.114366	0.0264172	0.0540226	0.260136	0.129654	0.134268
a31	0.0701925	0.049295	0.106961	0.0943553	0.0447743	0.114724	0.20253	0.15965	0.157519
a39	0.0968578	0.0632226	0.175057	0.110272	0.0138583	0.0554166	0.229311	0.123952	0.132052
a41	0.0699468	0.0360988	0.0798529	0.0543916	0.0220933	0.153189	0.219673	0.187551	0.177204
a31	0.0547704	0.0251298	0.060996	0.0357703	0.0111745	0.133248	0.235406	0.206143	0.237362
a33	0.114986	0.0456767	0.134482	0.0346753	0.00388292	0.0343873	0.189102	0.157332	0.285476
a31	0.0346656	0.0200569	0.0310644	0.019787	0.00776519	0.130199	0.19514	0.243751	0.317571
</S>	0.114149	0.0281569	0.0818422	0.010611	0.00257902	0.0121085	0.053789	0.139572	0.557193
