 	le	melanzane	vogliono	ee	girate	</S>
a31	0.188444	0.203679	0.200236	0.176463	0.134308	0.0968702
a20	0.371735	0.294042	0.182624	0.103466	0.0319818	0.0161516
a18	0.184854	0.244949	0.236873	0.158056	0.139044	0.0362233
a20	0.184504	0.218669	0.218481	0.153131	0.163959	0.0612568
a38	0.178875	0.214919	0.216992	0.153725	0.168313	0.0671754
a17	0.176406	0.190951	0.193975	0.138355	0.178016	0.122298
a31	0.172698	0.186451	0.189229	0.140416	0.178934	0.132272
a20	0.222162	0.25026	0.22185	0.126884	0.132988	0.0458563
a41	0.189553	0.21997	0.215361	0.159394	0.158519	0.057203
a29	0.184521	0.201439	0.201131	0.13954	0.175275	0.0980934
a11	0.180425	0.199333	0.200182	0.138155	0.178499	0.103405
a31	0.179307	0.194778	0.195756	0.142317	0.177865	0.109976
a8	0.222256	0.239746	0.209526	0.140026	0.133821	0.0546252
a31	0.193144	0.209126	0.208768	0.126587	0.157977	0.104399
a1	0.248005	0.255973	0.196306	0.155043	0.101515	0.0431585
a31	0.191411	0.206626	0.205588	0.131199	0.161157	0.10402
a3	0.275808	0.27962	0.189494	0.146864	0.0782167	0.0299973
a31	0.216003	0.235135	0.216024	0.142956	0.135094	0.0547876
a8	0.287546	0.293568	0.190623	0.137306	0.0677419	0.0232147
a23	0.220498	0.256683	0.247945	0.104821	0.117453	0.0526001
a31	0.190999	0.205458	0.204946	0.132917	0.154374	0.111306
a46	0.28963	0.296899	0.192439	0.141025	0.0597953	0.0202117
a37	0.218538	0.251447	0.244005	0.11094	0.120131	0.0549383
a46	0.188683	0.206869	0.203106	0.149991	0.155555	0.0957963
a24	0.187364	0.212517	0.214539	0.116303	0.160195	0.109081
a31	0.178146	0.197878	0.19791	0.142683	0.171883	0.1115
a46	0.232882	0.258904	0.213247	0.142723	0.108747	0.0434974
a31	0.208926	0.244507	0.24059	0.103435	0.131275	0.071267
a8	0.280324	0.311533	0.209182	0.127387	0.0543427	0.0172308
a24	0.207056	0.284812	0.277279	0.077832	0.10079	0.0522308
a8	0.209979	0.241853	0.225495	0.13369	0.132238	0.0567456
a31	0.196444	0.261316	0.262554	0.0769071	0.125993	0.0767862
</S>	0.248031	0.309402	0.237133	0.120525	0.0654311	0.0194781
