 	la	casa	la	costruirono	i	muratori	</S>
a31	0.0790441	0.114694	0.164865	0.12363	0.195412	0.18822	0.134136
a17	0.112332	0.323855	0.464357	0.0614004	0.0264244	0.00818632	0.00344505
a39	0.176433	0.184542	0.167505	0.142888	0.191907	0.106043	0.0306815
a3	0.159172	0.162071	0.14273	0.122191	0.193411	0.155386	0.0650386
a35	0.161628	0.16225	0.129431	0.0974079	0.227609	0.162911	0.0587622
a31	0.142057	0.142195	0.116676	0.0998565	0.213385	0.187887	0.0979427
a24	0.193876	0.196007	0.13778	0.0581301	0.249242	0.123194	0.0417706
a31	0.184481	0.189557	0.159534	0.113939	0.211313	0.1025	0.0386748
a39	0.205963	0.210372	0.150558	0.0586299	0.218846	0.109063	0.0465687
a31	0.157583	0.169003	0.165478	0.111573	0.196129	0.133706	0.0665268
a24	0.224083	0.234893	0.183493	0.0640188	0.163315	0.0880481	0.0421489
a31	0.199947	0.212709	0.190659	0.104345	0.173172	0.0805118	0.0386563
a28	0.214839	0.230993	0.185344	0.0633205	0.165369	0.0915297	0.0486041
a45	0.177812	0.194835	0.187644	0.100022	0.192292	0.0934159	0.0539782
a31	0.113948	0.140881	0.168616	0.0690896	0.208579	0.184807	0.114079
a20	0.196603	0.221218	0.200295	0.0725869	0.164045	0.0902736	0.0549787
a31	0.156997	0.185358	0.19733	0.0857572	0.206517	0.106267	0.0617748
a8	0.186342	0.225403	0.210139	0.0573395	0.164975	0.0985406	0.0572607
a31	0.100857	0.135642	0.189876	0.0643737	0.222409	0.181936	0.104907
a20	0.166749	0.219081	0.232676	0.0541551	0.162507	0.102089	0.0627434
a18	0.103919	0.154489	0.231783	0.0568923	0.239134	0.13488	0.0789021
a31	0.0844859	0.123239	0.199171	0.0665367	0.254236	0.175535	0.0967971
a11	0.0925714	0.156046	0.22689	0.0310329	0.2386	0.160807	0.0940529
a27	0.0508347	0.087953	0.192935	0.0340328	0.308192	0.207653	0.118399
a31	0.0410993	0.0675232	0.159313	0.0374469	0.276853	0.260546	0.157219
a0	0.0540697	0.102463	0.194256	0.017064	0.289513	0.215799	0.126835
a31	0.0279664	0.0493262	0.132873	0.0224107	0.309942	0.288941	0.168541
a18	0.041698	0.082617	0.169788	0.00915489	0.284693	0.260912	0.151137
a31	0.0228445	0.0442769	0.116375	0.0116396	0.317394	0.308478	0.178993
a46	0.0378272	0.0716117	0.135994	0.00547421	0.266816	0.310528	0.17175
a14	0.0296304	0.0480144	0.124091	0.0268269	0.266075	0.310652	0.19471
a8	0.0208067	0.0400649	0.100822	0.00964099	0.306729	0.334292	0.187645
a31	0.0203579	0.0315247	0.0790532	0.0224289	0.233828	0.338572	0.274235
</S>	0.0295201	0.0527661	0.0909726	0.00408672	0.277025	0.349709	0.19592
