 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.120311	0.126024	0.16287	0.164011	0.142808	0.155023	0.128953
a20	0.073541	0.0880606	0.329509	0.308297	0.112647	0.0653888	0.0225561
a17	0.111047	0.0937869	0.206657	0.205261	0.170075	0.1432	0.0699729
a31	0.120345	0.10792	0.179749	0.179068	0.161034	0.153986	0.0978968
a39	0.0778796	0.0562084	0.278977	0.276449	0.156232	0.103631	0.050623
a31	0.130568	0.121973	0.181705	0.181188	0.164694	0.139523	0.0803495
a20	0.082571	0.058168	0.288637	0.284203	0.13768	0.0965957	0.0521452
a31	0.130359	0.116804	0.2062	0.205184	0.169498	0.112298	0.0596564
a13	0.0792328	0.0558338	0.289856	0.286029	0.135734	0.0983154	0.0549994
a24	0.133692	0.125962	0.195838	0.195104	0.167205	0.117494	0.064706
a46	0.134297	0.120998	0.215896	0.214703	0.16079	0.0961771	0.0571384
a31	0.112196	0.121672	0.167785	0.167872	0.157548	0.15035	0.122576
a20	0.0786108	0.0544629	0.313573	0.301566	0.088275	0.0974514	0.0660612
a31	0.123524	0.131992	0.201724	0.201212	0.165765	0.109788	0.0659961
a18	0.0549912	0.0380761	0.341156	0.324279	0.0657264	0.103366	0.0724046
a20	0.0983066	0.118703	0.226026	0.225079	0.163475	0.100815	0.0675949
a31	0.10217	0.121179	0.211435	0.211332	0.16302	0.117245	0.073618
a11	0.0279352	0.0209715	0.364902	0.346386	0.041737	0.110846	0.0872219
a31	0.0702904	0.0902368	0.264655	0.26304	0.148054	0.0914334	0.0722906
a28	0.0117999	0.00928035	0.402033	0.345766	0.0200003	0.113132	0.0979885
a41	0.0509566	0.0617539	0.315068	0.308656	0.109984	0.0776632	0.0759177
a8	0.0479199	0.0670045	0.274003	0.275001	0.141071	0.10973	0.0852703
a33	0.0425976	0.0595845	0.235376	0.243492	0.158043	0.125499	0.135407
</S>	0.0431275	0.0623096	0.223175	0.229155	0.154481	0.133745	0.154006
