 	ho	rotto	una	bottiglia	</S>
a31	0.0919137	0.112298	0.262923	0.310043	0.222821
a21	0.0460355	0.0996504	0.35518	0.360131	0.139004
a31	0.0248738	0.118736	0.321543	0.356303	0.178544
a35	0.0132352	0.0399402	0.226242	0.478636	0.241947
a31	0.0222281	0.105176	0.30677	0.357149	0.208676
a24	0.0104297	0.0252834	0.157431	0.459211	0.347645
a37	0.0170785	0.0443231	0.2269	0.412628	0.29907
a31	0.0110179	0.0433384	0.237064	0.395429	0.31315
a33	0.00690229	0.0133068	0.0631919	0.326138	0.590461
a31	0.0148099	0.05114	0.208506	0.372701	0.352842
</S>	0.00572961	0.0225559	0.0601676	0.335227	0.57632
