 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.0757701	0.16576	0.14746	0.12371	0.102665	0.115699	0.133089	0.135848
a23	0.0882464	0.25441	0.320162	0.234447	0.0840895	0.0134791	0.00344841	0.00171882
a20	0.124949	0.138455	0.14423	0.162716	0.17673	0.146364	0.0771624	0.029393
a28	0.118645	0.137271	0.144789	0.164835	0.186797	0.149814	0.0735256	0.0243242
a31	0.0987879	0.108606	0.115632	0.142229	0.198585	0.171822	0.111786	0.0525527
a17	0.110735	0.127365	0.12894	0.141946	0.263531	0.139827	0.0590882	0.0285672
a31	0.0897416	0.0987728	0.103095	0.126465	0.163858	0.167548	0.148287	0.102233
a19	0.115465	0.134456	0.135355	0.141863	0.237791	0.127171	0.0714926	0.0364066
a31	0.13473	0.150785	0.155518	0.17099	0.18255	0.112006	0.0641672	0.0292535
a20	0.117514	0.139641	0.14255	0.148642	0.209579	0.117078	0.0794518	0.0455444
a31	0.14748	0.172093	0.16153	0.161084	0.127692	0.106253	0.0804241	0.0434438
a20	0.148219	0.186522	0.181218	0.15821	0.153861	0.0763261	0.0590462	0.0365985
a31	0.163546	0.205067	0.172006	0.151346	0.0971303	0.0854946	0.0772109	0.0482
a20	0.174577	0.25113	0.217569	0.145311	0.0909133	0.0447713	0.0441696	0.0315586
a24	0.173273	0.257767	0.177225	0.132724	0.0740371	0.0631963	0.0697971	0.0519799
a31	0.147119	0.229386	0.170855	0.135931	0.081538	0.0801343	0.0879643	0.0670723
a38	0.145833	0.345798	0.237239	0.112765	0.0476124	0.0285293	0.0420134	0.0402101
a31	0.125778	0.258604	0.134574	0.109605	0.0855663	0.0831228	0.0999843	0.102765
a28	0.150925	0.537928	0.212203	0.0477121	0.0112143	0.00693087	0.0141877	0.0188988
a20	0.130112	0.340316	0.168253	0.116077	0.0753585	0.0516793	0.0596368	0.0585673
a31	0.0871553	0.281796	0.139741	0.101152	0.0718635	0.0826835	0.110255	0.125353
a24	0.0756323	0.625204	0.191174	0.0381733	0.0117514	0.00817211	0.0185252	0.0313674
a8	0.111245	0.364738	0.178357	0.114403	0.0713928	0.0473632	0.0558446	0.0566569
a38	0.06466	0.175079	0.128658	0.116439	0.102996	0.118566	0.137802	0.1558
</S>	0.0653418	0.237784	0.127239	0.0979969	0.0759041	0.096054	0.129225	0.170454
