 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.156517	0.155907	0.121399	0.0985679	0.1386	0.173021	0.155989
a20	0.118234	0.167239	0.258556	0.314969	0.10209	0.0296955	0.00921636
a31	0.0622749	0.0697128	0.221659	0.231471	0.196545	0.159896	0.0584399
a37	0.0584768	0.0632861	0.244014	0.27215	0.184467	0.134372	0.0432332
a31	0.0591253	0.0627402	0.224663	0.24081	0.188179	0.161508	0.0629756
a30	0.0530461	0.0527337	0.225664	0.260351	0.169149	0.172078	0.0669783
a13	0.0688254	0.0745778	0.251101	0.279626	0.167119	0.116718	0.0420318
a20	0.0592579	0.0649057	0.184625	0.190014	0.183003	0.199339	0.118856
a41	0.0671538	0.0778664	0.176986	0.178253	0.185483	0.192284	0.121974
a33	0.0633641	0.0697618	0.166253	0.163871	0.180052	0.209573	0.147125
a31	0.0747531	0.0793167	0.110316	0.116537	0.182538	0.219147	0.217392
a41	0.11719	0.121742	0.169669	0.167155	0.134228	0.174544	0.115472
a0	0.103689	0.107534	0.113088	0.111981	0.188687	0.215638	0.159382
a31	0.106655	0.102379	0.0859174	0.0790322	0.173772	0.232879	0.219366
a24	0.250428	0.159081	0.0536477	0.0545648	0.0437213	0.208419	0.230138
a31	0.248244	0.174521	0.0791267	0.0813399	0.113545	0.163754	0.139469
a20	0.255189	0.100613	0.0179522	0.0192627	0.0203013	0.213021	0.37366
</S>	0.27974	0.163541	0.0664814	0.0704944	0.0714123	0.161114	0.187216
