 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.0899721	0.103542	0.107681	0.109126	0.109579	0.108966	0.105926	0.099204	0.0898006	0.0762038
a39	0.0418874	0.0526133	0.0864875	0.217969	0.247466	0.170725	0.0940364	0.0590486	0.0219792	0.00778722
a31	0.120328	0.128411	0.133332	0.133737	0.132321	0.101594	0.0885677	0.0748203	0.0530857	0.0338028
a14	0.119107	0.144047	0.16426	0.172757	0.164832	0.0982672	0.0428505	0.0430506	0.0331788	0.0176506
a41	0.124546	0.140739	0.151838	0.154623	0.151126	0.102424	0.0638042	0.0504247	0.0379159	0.0225577
a33	0.123974	0.13199	0.136505	0.136711	0.135121	0.103659	0.0836634	0.0672082	0.0485582	0.0326104
a20	0.104185	0.108073	0.109814	0.110323	0.109908	0.0968335	0.0948706	0.0997351	0.0906294	0.0756276
a31	0.111667	0.116312	0.118934	0.119251	0.118766	0.103416	0.0969814	0.0907136	0.0718305	0.0521275
a10	0.141826	0.151782	0.156547	0.154132	0.148639	0.0891047	0.049079	0.0451215	0.0371918	0.0265771
a31	0.126703	0.13606	0.141018	0.14048	0.138288	0.0993986	0.0769363	0.062671	0.0462293	0.0322158
a46	0.14349	0.153495	0.158121	0.156423	0.149544	0.0904093	0.0447128	0.0419694	0.0360494	0.0257861
a31	0.112689	0.118832	0.121637	0.123183	0.122596	0.107312	0.0988587	0.0841568	0.0641107	0.0466249
a39	0.138985	0.150167	0.155806	0.156501	0.148559	0.0988305	0.0462042	0.0408808	0.0366137	0.0274531
a28	0.116355	0.123545	0.126796	0.128458	0.127656	0.110115	0.0967728	0.0744262	0.0551985	0.0406784
a21	0.118102	0.124512	0.127563	0.127866	0.127018	0.107244	0.0942081	0.075616	0.056181	0.0416896
a24	0.108422	0.114411	0.116921	0.117036	0.116364	0.0968803	0.0928725	0.0956739	0.0801896	0.0612302
a46	0.118072	0.12613	0.130072	0.130084	0.129001	0.102837	0.0896027	0.0766561	0.0567915	0.0407529
a20	0.106195	0.111939	0.114436	0.114399	0.113564	0.0915187	0.0895523	0.0992524	0.0878607	0.0712833
a31	0.111446	0.11575	0.117563	0.117731	0.117318	0.104936	0.0987279	0.0899542	0.0721272	0.0544472
a14	0.133904	0.143396	0.147009	0.145837	0.142469	0.100798	0.0638743	0.0487034	0.0405656	0.0334432
a17	0.119471	0.126681	0.129827	0.130254	0.129233	0.10807	0.0929721	0.0708271	0.0527447	0.0399212
a31	0.107964	0.114658	0.117462	0.11765	0.116846	0.0948567	0.091464	0.0957555	0.0806101	0.0627336
a11	0.1329	0.143375	0.147091	0.147026	0.143145	0.107257	0.0616876	0.0446596	0.0392198	0.0336389
a18	0.114154	0.122595	0.126116	0.127381	0.126597	0.106998	0.0958826	0.077564	0.0583572	0.0443547
a6	0.109453	0.11745	0.12062	0.121461	0.120912	0.103167	0.09622	0.0882941	0.069749	0.0526731
a8	0.0926184	0.101351	0.10512	0.108145	0.107976	0.0953836	0.0938204	0.102055	0.0999289	0.0936016
a31	0.0977971	0.102917	0.104997	0.106374	0.106265	0.0984858	0.0973015	0.10073	0.0966296	0.0885026
a24	0.116557	0.131374	0.136377	0.136813	0.135715	0.109834	0.0833362	0.0621262	0.0484073	0.0394604
a37	0.11892	0.12972	0.134693	0.134777	0.133224	0.100446	0.086008	0.0709925	0.0525699	0.03865
a38	0.115697	0.126873	0.131396	0.131493	0.130135	0.0984943	0.0862699	0.0774193	0.0583657	0.0438561
a31	0.0942417	0.104202	0.108375	0.111329	0.111185	0.0977572	0.0953703	0.10093	0.0943616	0.0822482
a11	0.11891	0.137213	0.143393	0.144677	0.14262	0.114347	0.0717855	0.0487741	0.0416987	0.036581
a31	0.103151	0.116446	0.121928	0.125016	0.124646	0.105664	0.0971842	0.0864422	0.0678084	0.0517145
a8	0.117343	0.144221	0.153902	0.156605	0.151737	0.107995	0.0526179	0.0413667	0.0390303	0.0351822
a10	0.0731933	0.0951727	0.107523	0.125619	0.12661	0.115299	0.101993	0.0970549	0.0875937	0.0699405
a18	0.0901786	0.111185	0.119634	0.123395	0.12385	0.107478	0.0983689	0.0917742	0.0754254	0.0587105
a31	0.0855453	0.111471	0.122738	0.128187	0.128299	0.10006	0.090962	0.094086	0.0783247	0.060326
a11	0.0893917	0.133745	0.152488	0.159286	0.157988	0.118284	0.0626786	0.0458094	0.0421727	0.038156
a10	0.0766782	0.106474	0.121072	0.133702	0.134957	0.118698	0.102229	0.0849523	0.0682017	0.0530361
a1	0.0605582	0.102587	0.125458	0.138072	0.140671	0.109976	0.0928173	0.0922264	0.0773308	0.0603035
a41	0.0520313	0.0879109	0.109371	0.126161	0.12924	0.107003	0.0959828	0.105039	0.101201	0.0860611
a31	0.0661317	0.103328	0.121748	0.132536	0.134533	0.112072	0.0969731	0.0934765	0.0785826	0.0606204
