 	è	che	stanno	ancora	alzati	</S>
a20	0.146274	0.159028	0.185907	0.191196	0.181862	0.135733
a31	0.109989	0.151918	0.218464	0.257956	0.2342	0.0274747
a20	0.0447541	0.0727604	0.182771	0.301551	0.353256	0.0449078
a31	0.0461833	0.0706393	0.154796	0.264143	0.381216	0.0830223
a20	0.0326957	0.0484622	0.124555	0.247754	0.453608	0.0929248
a28	0.0483668	0.0784444	0.18308	0.288787	0.339825	0.0614959
a31	0.0553832	0.0893312	0.184133	0.262371	0.307474	0.101307
a29	0.0416692	0.0718838	0.188268	0.271716	0.31973	0.106733
a46	0.0805934	0.129797	0.230538	0.264626	0.229565	0.0648805
a31	0.114381	0.161061	0.211694	0.225866	0.179529	0.107469
a20	0.0784617	0.131763	0.265807	0.223307	0.181653	0.119007
a31	0.138889	0.19782	0.250759	0.233965	0.13565	0.0429172
a39	0.0684858	0.119521	0.250527	0.219427	0.201656	0.140382
a20	0.155	0.239175	0.276597	0.216627	0.0819569	0.030644
a8	0.162074	0.220723	0.256594	0.213364	0.105875	0.0413709
a20	0.145496	0.212847	0.246173	0.224669	0.0998277	0.0709877
a24	0.148251	0.192958	0.236075	0.227491	0.13208	0.0631443
a46	0.0964108	0.139017	0.221134	0.274064	0.192307	0.0770679
a8	0.128265	0.191133	0.236918	0.246387	0.116963	0.0803335
a23	0.147741	0.211005	0.244386	0.222325	0.0979943	0.0765497
a8	0.149702	0.213956	0.245632	0.2172	0.0945118	0.0789985
</S>	0.146875	0.210287	0.245735	0.221162	0.0972997	0.0786415
