 	non	aveva	dove	a	stare	</S>
a31	0.142106	0.175244	0.212926	0.230121	0.165903	0.0736995
a8	0.0517253	0.118507	0.169066	0.386656	0.241246	0.0328
a31	0.0966522	0.178442	0.196633	0.243834	0.215232	0.069207
a28	0.0448148	0.146822	0.215181	0.344775	0.208625	0.0397829
a37	0.0648656	0.169224	0.214421	0.285321	0.2123	0.0538689
a31	0.0733586	0.172302	0.205132	0.255476	0.213165	0.0805666
a18	0.0359292	0.133893	0.23147	0.353256	0.201316	0.044136
a0	0.0981221	0.18341	0.226246	0.276054	0.177977	0.0381909
a23	0.134927	0.186899	0.210107	0.236288	0.16593	0.0658497
a8	0.152959	0.188292	0.19136	0.215976	0.16812	0.0832926
a31	0.154091	0.186503	0.183381	0.206048	0.173066	0.09691
a20	0.0538454	0.141122	0.265166	0.352442	0.155528	0.0318973
a31	0.141999	0.19427	0.189683	0.229944	0.179689	0.064416
a20	0.0287259	0.10879	0.273911	0.441985	0.12776	0.0188277
a24	0.120152	0.198916	0.197305	0.312341	0.148439	0.0228467
a8	0.0813528	0.171074	0.233553	0.362632	0.134693	0.0166956
a31	0.121964	0.199845	0.182257	0.308164	0.140731	0.0470378
</S>	0.0154353	0.086034	0.203235	0.555664	0.125424	0.0142068
