 	hai	già	mangiato	</S>
a31	0.214848	0.260838	0.283238	0.241076
a37	0.445804	0.36838	0.101421	0.0843948
a31	0.0726782	0.334083	0.392183	0.201056
a46	0.0589425	0.279679	0.394171	0.267207
a31	0.0707405	0.283813	0.393324	0.252123
a39	0.0548827	0.167169	0.364784	0.413164
a20	0.100451	0.222004	0.342672	0.334873
a31	0.0463414	0.151336	0.348225	0.454097
a46	0.0414237	0.0975245	0.28742	0.573632
a31	0.0271746	0.126562	0.321929	0.524334
a18	0.0408767	0.0844666	0.282561	0.592096
a24	0.052265	0.10639	0.268536	0.572809
a46	0.0766275	0.130484	0.264728	0.528161
</S>	0.0259609	0.110614	0.271505	0.59192
