 	le	melanzane	vogliono	girate	</S>
a20	0.229204	0.241344	0.221172	0.177349	0.130932
a31	0.31159	0.314573	0.188815	0.149595	0.035426
a39	0.315156	0.361012	0.166298	0.1212	0.0363337
a41	0.255602	0.297982	0.239312	0.16137	0.0457342
a18	0.250885	0.284995	0.237361	0.169059	0.0576997
a28	0.233419	0.261554	0.238609	0.188003	0.0784149
a13	0.232453	0.266295	0.240135	0.183958	0.0771581
a14	0.225954	0.254712	0.23732	0.19049	0.0915245
a39	0.231592	0.257865	0.235929	0.188827	0.0857858
a31	0.210721	0.226881	0.222824	0.203129	0.136445
a6	0.289016	0.315216	0.209198	0.125779	0.0607911
a20	0.204303	0.218558	0.216646	0.202419	0.158073
a31	0.211813	0.224147	0.218964	0.201208	0.143868
a46	0.30024	0.321006	0.198169	0.117989	0.0625962
a18	0.217603	0.236245	0.226081	0.196914	0.123156
a24	0.212651	0.223306	0.217605	0.200225	0.146213
a31	0.219502	0.251617	0.235526	0.190365	0.102989
a17	0.310495	0.320837	0.189141	0.113207	0.0663205
a11	0.225426	0.243072	0.226664	0.191086	0.113752
a20	0.213829	0.227178	0.220004	0.198966	0.140022
a24	0.211634	0.233738	0.226073	0.198129	0.130426
a31	0.221704	0.255333	0.236576	0.188933	0.097455
a37	0.304149	0.322301	0.193735	0.113089	0.0667256
a31	0.25996	0.279	0.221125	0.157084	0.0828314
a20	0.37763	0.358876	0.155082	0.0676547	0.0407568
a31	0.271265	0.312533	0.215629	0.13103	0.069543
</S>	0.438595	0.390504	0.12602	0.0298786	0.0150036
