 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.0696744	0.0919381	0.104577	0.103211	0.10657	0.108569	0.110887	0.104617	0.101914	0.098043
a28	0.0258408	0.0360879	0.100581	0.155521	0.20687	0.222633	0.165225	0.0687023	0.0150642	0.00347532
a24	0.101016	0.112585	0.119009	0.117159	0.117371	0.113824	0.1163	0.0994531	0.0721998	0.0310824
a28	0.101522	0.115793	0.124107	0.122151	0.122509	0.118495	0.120353	0.0925029	0.0579725	0.0245939
a31	0.0997171	0.112642	0.11869	0.114608	0.114719	0.108649	0.113547	0.0950511	0.0775268	0.0448498
a20	0.110452	0.124891	0.13151	0.127413	0.12762	0.120953	0.122277	0.0740267	0.0415473	0.0193101
a31	0.102231	0.113677	0.119279	0.117575	0.117876	0.115292	0.116853	0.0970732	0.067477	0.0326674
a13	0.110606	0.12545	0.132165	0.128791	0.129232	0.123771	0.122932	0.0697817	0.0387221	0.0185494
a31	0.0994528	0.110297	0.114893	0.112941	0.113225	0.110947	0.112975	0.0990255	0.0785967	0.0476461
a41	0.109924	0.125341	0.13243	0.129948	0.130663	0.126741	0.123333	0.066122	0.0370078	0.0184904
a33	0.0999297	0.113457	0.119339	0.117434	0.117993	0.11627	0.117454	0.0960036	0.0664226	0.0356975
a8	0.0871099	0.101341	0.106787	0.105352	0.105842	0.106137	0.107468	0.100987	0.0915041	0.087472
a24	0.0919598	0.100513	0.103784	0.102674	0.102983	0.102519	0.103794	0.100051	0.0962348	0.095488
a37	0.0918568	0.104178	0.109839	0.106738	0.107247	0.103359	0.107409	0.0972954	0.0926559	0.0794225
a5	0.0902729	0.106591	0.114178	0.109898	0.110575	0.105329	0.110725	0.0962901	0.0880066	0.0681341
a31	0.08794	0.104644	0.112632	0.108643	0.109554	0.105075	0.11018	0.0974048	0.0904579	0.0734696
a20	0.0947	0.113426	0.122343	0.119116	0.120566	0.117112	0.11997	0.0907394	0.0623314	0.0396951
a31	0.0880549	0.104514	0.11176	0.109822	0.110823	0.110533	0.112496	0.10221	0.0851537	0.0646344
a8	0.0853968	0.115177	0.131246	0.127407	0.130693	0.128739	0.129118	0.0758147	0.0455908	0.030819
a31	0.0582233	0.0954896	0.117235	0.113155	0.11524	0.123232	0.126046	0.105385	0.071231	0.0747642
a20	0.0669778	0.110911	0.140481	0.135466	0.142546	0.14464	0.139595	0.057631	0.0345452	0.0272068
a24	0.0588438	0.0998151	0.124618	0.119632	0.123088	0.12998	0.133185	0.103754	0.0604867	0.0465982
a31	0.0623395	0.101631	0.125894	0.119588	0.123694	0.125401	0.131219	0.100711	0.0641276	0.0453951
a37	0.0345746	0.086455	0.14394	0.132089	0.148759	0.157697	0.165891	0.0654465	0.0354717	0.0296747
</S>	0.0387656	0.0890565	0.134038	0.123993	0.132101	0.145701	0.153523	0.0997539	0.0463981	0.0366694
