 	avete	cucinato	le	verdure	</S>
a31	0.111981	0.141715	0.282234	0.254864	0.209205
a46	0.0344704	0.165925	0.35475	0.294877	0.149977
a20	0.0517341	0.17009	0.310428	0.288192	0.179556
a31	0.0441058	0.150838	0.312931	0.299936	0.192189
a17	0.0234591	0.0673522	0.273472	0.348113	0.287604
a31	0.0635693	0.174744	0.29352	0.27466	0.193506
a35	0.0241145	0.0452765	0.189747	0.297944	0.442918
a31	0.0572456	0.139746	0.293107	0.27623	0.233672
a46	0.017178	0.0334607	0.11632	0.245862	0.58718
a38	0.0321217	0.112684	0.227551	0.298902	0.328742
a17	0.0475281	0.128954	0.20103	0.309395	0.313093
</S>	0.0540861	0.118348	0.184832	0.29548	0.347254
