 	è	che	è	entrato	da	qui	</S>
a31	0.00839698	0.0256862	0.0398518	0.210497	0.323614	0.249125	0.142829
a7	0.00973581	0.0310769	0.0775469	0.156378	0.378975	0.249491	0.096796
a18	0.00763535	0.0182986	0.0658995	0.22602	0.228615	0.265459	0.188073
a31	0.00689892	0.0169616	0.0618906	0.209118	0.209138	0.271313	0.22468
a46	0.00367104	0.00697664	0.0216286	0.173129	0.213352	0.310266	0.270977
a31	0.0110999	0.0373644	0.109425	0.215766	0.202356	0.230108	0.19388
a39	0.00113502	0.00262855	0.00868993	0.141387	0.236409	0.333187	0.276563
a28	0.00650235	0.0288017	0.0779196	0.235171	0.252119	0.231709	0.167778
a31	0.00182085	0.00855488	0.0262011	0.208588	0.295971	0.267358	0.191506
</S>	0.000191335	0.000520397	0.00132109	0.0421473	0.187202	0.378794	0.389824
